Speaker,Line
Steve Rogers,So far.
Johann Schmidt,"Captain America. How exciting. I’m a great fan of your films. So Dr Erskine managed it after all. Not exactly an improvement, but still impressive."
Steve Rogers,You’ve got no idea.
Johann Schmidt,"Haven’t I. No matter what lies Erskine told you, you see I was his greatest success."
James Barnes,"You don’t have one of those, do you."
Johann Schmidt,"You are deluded, Captain. You pretend to be a simple soldier, but in reality you are just afraid to admit that we have left humanity behind. Unlike you, I embrace it proudly. Without fear."
Steve Rogers,"Then how come you’re running. Come on, let’s go. Up."
Dr. Arnim Zola,Sir. Are we going to the roof. What about me. Where will I sit.
Johann Schmidt,"Not a scratch, Doctor. Not a scratch."
Steve Rogers,Let’s go. One at a time.
James Barnes,Gotta be a rope or something.
Steve Rogers,Just go. Get out of here.
James Barnes,No. Not without you.
Col. Chester Phillips,"Senator Brandt, I regret to report that Captain Steven G. Rogers went missing behind enemy lines on the third. Aerial reconnaissance has proven unfruitful. As a result, I must declare Captain Rogers killed in action. Period."
Peggy Carter,The last surveillance flight is back. No sign of activity.
Col. Chester Phillips,"Go get a cup of coffee, Corporal."
Corporal,"Yes, sir."
Col. Chester Phillips,I can’t touch Stark. He’s rich and he’s the Army’s number one weapons contractor. You are neither one.
Peggy Carter,"With respect, sir, I don’t regret my actions. And I don’t think Captain Rogers did either."
Col. Chester Phillips,"What makes you think I give a damn about your opinions. I took a chance with you, Agent Carter. And now America’s golden boy and a lot of other good men are dead, cause you had a crush."
Peggy Carter,It wasn’t that. I had faith.
Col. Chester Phillips,"Well, I hope that’s a big comfort to you when they shut this division down. What the hell’s going on out there."
Man#1,Look who it is.
Steve Rogers,Some of theres men need medical attention.
Man#2,"Medic, we got wounded."
Steve Rogers,I’d like to surrender myself for disciplinary action.
Col. Chester Phillips,That won’t be necessary.
Steve Rogers,"Yes, sir."
Col. Chester Phillips,"Faith, huh."
Peggy Carter,You’re late.
Steve Rogers,Couldn’t call my ride.
James Barnes,Hey. Let’s hear it for Captain America.
Senator Brandt,"I am honoured to present this medal for valour to my personal friend, Captain America. Captain America. Captain, that’s your cue."
General,I thought he’d be taller.
Steve Rogers,"The fifth one was here in Poland, right near the Baltic. And the sixth one was… about here, 30, 40 miles west of the Maginot Line. I just got a quick look."
Peggy Carter,"Well, nobody’s perfect."
Steve Rogers,These are the weapon factories we know about. Sergeant Barnes said that Hydra shipped all the parts to another facility that isn’t on this map.
Col. Chester Phillips,"Agent Carter, coordinate with MI6. I want every Allied eyeball looking for that main Hydra base."
Peggy Carter,What about us.
Col. Chester Phillips,"We are gonna set a fire under Johann Schmidt’s ass. What do you say, Rogers. It’s your map, you think you can wipe Hydra off of it."
Steve Rogers,"Yes, sir. I’ll need a team."
Col. Chester Phillips,We’re already putting together the best men.
Steve Rogers,"With all due respect, sir. So am I."
Dum Dum Dugan,"So, let’s get this straight."
Gabe Jones,"We barely got out of there alive, and you want us to go back."
Steve Rogers,Pretty much.
James Montgomery Falsworth,"Sounds rather fun, actually."
Jim Morita,I’m in.
Gabe Jones,We’re in.
Dum Dum Dugan,"Hell, I’ll always fight. But you got to do one thing for me."
Steve Rogers,What’s that.
Dum Dum Dugan,Open a tab.
Jim Morita,"Well, that was easy."
Steve Rogers,Another round.
Barkeeper,Where are they putting all this stuff.
James Barnes,] See. I told you. They’re all idiots.
Steve Rogers,How about you. You ready to follow Captain America into the jaws of death.
James Barnes,"Hell, no. That little guy from Brooklyn who was too dumb not to run away from a fight. I’m following him. But you’re keeping the outfit, right."
Steve Rogers,You know what. It’s kind of growing on me.
Peggy Carter,Captain.
Steve Rogers,Agent Carter.
James Barnes,Ma’am.
Peggy Carter,Howard has some equipment for you to try. Tomorrow morning.
Steve Rogers,Sounds good.
Peggy Carter,I see you top squad is prepping for duty.
James Barnes,You don’t like music.
Peggy Carter,"I do, actually. I might even, when this is all over, go dancing."
James Barnes,Then what are we waiting for.
Steve Rogers,"Yes, ma’m. I’ll be there."
James Barnes,I’m invisible. I’m…I’m turning into you. It’s like some horrible dream.
Steve Rogers,Don’t take it so hard. Maybe she’s got a friend.
Howard Stark,Emission signature is unusual. Alpha and beta ray neutral. Though I doubt Rogers picked up on that. Seems harmless enough. Hard to see what all the fuss is about. Write that down.
Steve Rogers,Excuse me. I’m looking for Mr Stark.
Pvt. Lorraine,He’s in with Colonel Phillips. Of course you’re welcome to wait. I read about what you did.
Steve Rogers,"Oh. The…yeah. Well, that’s you know. Just doin’ what needed to be done."
Pvt. Lorraine,Sounded like more than that. You saved nearly four hundred men.
Steve Rogers,"Really, it’s not a big deal."
Pvt. Lorraine,Tell that to their wives.
Steve Rogers,Uh…I don’t think they were all married.
Pvt. Lorraine,You’re a hero.
Steve Rogers,"Well, that…you know. That…that depends on the definition of it really."
Pvt. Lorraine,"The women of America, they owe you their thanks. And uh…seeing as they’re not here."
Peggy Carter,Captain. We’re ready for you. If you’re not otherwise occupied.
Steve Rogers,"Agent Carter, wait."
Peggy Carter,Looks like finding a partner wasn’t that hard after all.
Steve Rogers,"Peggy, that’s not what you thought it was."
Peggy Carter,"I don’t think anything, Captain. Not one thing. You always wanted to be soldier and now you are. Just like all the rest."
Steve Rogers,"Well, what about you and Stark. How do I know you two haven’t been… fonduing."
Peggy Carter,You still don’t know a bloody thing about women.
Howard Stark,"Fondue is just cheese and bread, my friend."
Steve Rogers,Really. I didn’t think…
Howard Stark,"Nor should you, pal. The moment you think you know what’s goin’ on in a woman’s head, it’s the moment your goose is well and truly cooked. Me, I concentrate on work. Which at the moment is about making sure you and your men do not get killed. Carbon polymer. Should withstand your average German bayonet. Although Hydra’s not going to attack you with a pocket knife. I hear you’re uh… kinda attached."
Steve Rogers,It’s handier than you might think.
Howard Stark,I took the liberty of coming up with some options. This one’s fun. She’s been fitted with electrical relays. It’ll allow you to…
Steve Rogers,What about this one.
Howard Stark,No. No. That’s just a prototype.
Steve Rogers,What’s it made of.
Howard Stark,Vibranium. It’s stronger than steel and a third of the weight. It’s completely vibration absorbent.
Steve Rogers,How come it’s not a standard issue.
Howard Stark,That’s the rarest metal on earth. What you’re holding there. That’s all we’ve got.
Peggy Carter,"You quite finished, Mr Stark. I’m sure the Captain has some unfinished business."
Steve Rogers,What do you think.
Peggy Carter,Yes. I think it works.
Steve Rogers,I had some ideas about the uniform.
Howard Stark,"Whatever you want, pal."
Johann Schmidt,"You are failing. We are close to an offensive network that will shake the planet. And yet we are continually delayed, because you cannot outwit a simpleton with a shield."
Dr. Arnim Zola,This is hardly my area of expertise. I…I merely develop the weapons. I…I cannot fire them.
Johann Schmidt,"Finish your mission, Doctor. Before the American finishes his."
Guard,Sir.
Facility Manager,"I’m sorry, Herr Schmidt. We fought to the last man."
Johann Schmidt,Evidently not.
James Barnes,Remember when I made you ride the Cyclone at Coney Island.
Steve Rogers,"Yeah, I and I threw up."
James Barnes,"This isn’t payback, is it."
Steve Rogers,Now why would I do that.
Gabe Jones,"We were right. Dr Zola’s on the train. Hydra dispatcher gave him permission to open up the throttle. Wherever he’s going, they must need him bad."
James Montgomery Falsworth,"Let’s get going, because they’re moving like the devil."
Steve Rogers,"We only got about a 10-second window. You miss that window, we’re bugs on a windshield."
James Montgomery Falsworth,Mind the gap.
Dum Dum Dugan,"Better get moving, bugs."
Jacques Dernier,Maintenant.
Dr. Arnim Zola,Stop him. Fire again.
James Barnes,I had him on the ropes.
Steve Rogers,I know you did. Get down.
Dr. Arnim Zola,Fire again. Kill him. Now.
Steve Rogers,Bucky. Hang on. Grab my hand. NO.
Col. Chester Phillips,Sit down.
Dr. Arnim Zola,What is this.
Col. Chester Phillips,Steak.
Dr. Arnim Zola,What is in it.
Col. Chester Phillips,"Cow. Doctor, do you realize how difficult it is to get ahold of a prime cut like that out here."
Dr. Arnim Zola,I don’t eat meat.
Col. Chester Phillips,Why not.
Dr. Arnim Zola,It disagrees with me.
Col. Chester Phillips,"How about cyanide. Does that give you the rumbly tummy too. Every Hydra agent that we’ve tried to take alive has crunched a little pill before we can stop him. But not you. So, here’s my brilliant theory. You wanna live."
Dr. Arnim Zola,"You’re trying to intimidate me, Colonel."
Col. Chester Phillips,I bought you dinner.
Dr. Arnim Zola,"‘Given the variable information he has provided, and in exchange for his full cooperation, Dr Zola is being remanded to Switzerland.’"
Col. Chester Phillips,"I sent that message to Washington this morning. Of course it was encoded. You guys haven’t broken those codes, have you. That would be awkward."
Dr. Arnim Zola,Schmidt will know this is a lie.
Col. Chester Phillips,"He’s gonna kill you anyway, Doc. You’re a liability. You know more about Schmidt than anyone. And the last guy you cost us was Captain Rogers’ closest friend. So, I wouldn’t count on the very best of protection. There’s you or Schmidt. It’s just the hand you’ve been dealt."
Dr. Arnim Zola,Schmidt believes he walks in the foot steps of the Gods.
Col. Chester Phillips,Mmm.
Dr. Arnim Zola,Only the world itself will satisfy him.
Col. Chester Phillips,"You do realize that’s nuts, don’t you."
Dr. Arnim Zola,But the sanity of the plan is of no consequence.
Col. Chester Phillips,And why is that.
Dr. Arnim Zola,Because he can do it.
Col. Chester Phillips,What’s his target.
Dr. Arnim Zola,His target… is everywhere.
Johann Schmidt,"Tomorrow, Hydra will stand master of the world. Born to victory on the wings of the Valkyrie. Our enemies weapons will be powerless against us. If they shoot down one plane, hundreds more will rain fire upon them. If they cut off one head, two more shall take its place. Hail Hydra."
Man on the Radio,"Blackout is still in effect throughout the London area. Please wait for the all-clear. Your attention, please. All citizens shall remain indoors until further notice. Blackout is still in effect throughout the London area."
Steve Rogers,"Dr Erskine said that… the serum wouldn’t just effect my muscles, it would effect my cells. Create a protective system of regeneration and healing. Which means um…I can’t get drunk. Did you know that."
Peggy Carter,Your metabolism burns four times faster than the average person. He thought it could be one of the side effects. It wasn’t your fault.
Steve Rogers,Did you read the reports.
Peggy Carter,Yes.
Steve Rogers,Then you know that’s not true.
Peggy Carter,You did everything you could. Did you believe in your friend. Did you respect him. Then stop blaming yourself. Allow Barnes the dignity of his choice. He damn well must have thought you were worth it.
Steve Rogers,I’m goin’ after Schmidt. I’m not gonna stop till all of Hydra is dead or captured.
Peggy Carter,You won’t be alone.
Col. Chester Phillips,"Johann Schmidt belongs in a bug house. He thinks he’s a God. He’s willing to blow up half the world to prove it, starting with the USA."
Howard Stark,"Schmidt’s working with powers beyond our capabilities. He gets across the Atlantic, he will wipe out the entire eastern sea board in an hour."
Gabe Jones,How much time we got.
Col. Chester Phillips,"According to my new best friend, under twenty four hours."
Jaques Dernier,Where is he now.
Col. Chester Phillips,Hydra’s last base is here. In the Alps. Five hundred feet below the surface.
Jim Morita,"So, what are we supposed to do. I mean, it’s not like we can just knock on the front door."
Steve Rogers,Why not. That’s exactly what we’re gonna do.
Johann Schmidt,"Arrogance may not be a uniquely American trait, but I must say you do it better than anyone. But there are limits to what even you can do, Captain. Or did Erskine tell you otherwise."
Steve Rogers,He told me you were insane.
Johann Schmidt,"Ah. He resented my genius and tried to deny me what was rightfully mine. But he gave you everything. So, what made you so special."
Steve Rogers,Nothin’. I’m just a kid from Brooklyn. I can do this all day.
Johann Schmidt,"Oh, of course you can. Of course. But unfortunately I am on a tight schedule."
Steve Rogers,So am I.
James Montgomery Falsworth,Rogers. You might need this.
Steve Rogers,Thanks.
Jim Morita,"We’re in. Assault team, go."
Col. Chester Phillips,Move out. Keep your spacing.
Hydra Soldier,"Cutt off one head, two more shall…"
Col. Chester Phillips,Let’s go find two more.
Steve Rogers,You’re late.
Peggy Carter,Weren’t you about to…
Steve Rogers,Right. Keep it steady.
Peggy Carter,Wait. Go get him.
Col. Chester Phillips,I’m not kissin’ you.
Johann Schmidt,"You don’t give up, do you."
Steve Rogers,Nope.
Johan Schmidt,"You could have the power of the gods. Yet you wear a flag on your chest and think you fight a battle of nations. I have seen the future, Captain. There are no flags."
Steve Rogers,Not my future.
Johan Schmidt/Red Skull,What have you done. No.
Steve Rogers,Come in. This is Captain Rogers. Do you read me.
Jim Morita,"Captain Rogers, what is your…"
Peggy Carter,"Steve, is that you. Are you alright."
Steve Rogers,Peggy. Schmidt’s dead.
Peggy Carter,What about the plane.
Steve Rogers,That’s a little bit tougher to explain.
Peggy Carter,"Give me your coordinates, I’ll find you a safe landing site."
Steve Rogers,There’s not going to be a safe landing. But I can try and force it down.
Peggy Carter,"I’ll get Howard on the line, he’ll know what to do."
Steve Rogers,There’s not enough time. This thing’s moving too fast and it’s heading for New York. I gotta put her in the water.
Peggy Carter,"Please, don’t do this. We have time. We can work it out."
Steve Rogers,"Right now I’m in the middle of nowhere. If I wait any longer a lot of people are gonna die. Peggy, this is my choice. Peggy."
Peggy Carter,I’m here.
Steve Rogers,I’m gonna need a rain check on that dance.
Peggy Carter,"Alright. A week, next Saturday, at the Stork Club."
Steve Rogers,You got it.
Peggy Carter,Eight o’clock on the dot. Don’t you dare be late. Understood.
Steve Rogers,"You know, I still don’t know how to dance."
Peggy Carter,I’ll show you how. Just be there.
Steve Rogers,We’ll have the band play somethin’ slow. I’d hate to step on your…
Peggy Carter,Steve. Steve. Steve.
James Montgomery Falsworth,To the Captain.
Stark’s Engineer,Sir.
Howard Stark,Take us to the next grid point.
Stark’s Engineer,But there’s not trace of wreckage. And the energy signature stops here.
Howard Stark,Just keep looking.
Dodgers Announcer,"Curve ball, high and outside for ball one. So the Dodgers are tied, 4-4. And the crowd well knows that with one swing of his bat, this fellow’s capable of making it a brand-new game again. Just an absolutely gorgeous day here at Ebbets Field. The Phillies have managed to tie up at 4-4. But the Dodgers have three men on. Pearson beaned Reiser in Philadelphia last month. Wouldn’t the youngster like a hit here to return the favour. Pete leans in. Here’s the pitch. Swung on. A line to the right. And it gets past Rizzo. Three runs will score. Reiser heads to third. Durocher’s going to wave him in. Here comes the relay, but they won’t get him."
SHIELD Agent,"Good morning. Or should I say, afternoon."
Steve Rogers,Where am I.
SHIELD Agent,You’re in a recovery room in New York city.
Dodgers Announcer,"The Dodgers take the lead, 8-4. Oh, Dodgers. Everyone is on their feet. What a game we have here today, folks. What a game indeed."
Steve Rogers,Where am I really.
SHIELD Agent,I’m afraid I don’t understand.
Steve Rogers,"The game, it’s from May, nineteen forty one. I know, cause I was there. Now, I’m gonna ask you again. Where am I."
SHIELD Agent,Captain Rogers…
Steve Rogers,Who are you.
SHIELD Agent,"Captain Rogers, wait. All agents, code 13. I repeat. All agents, code 13."
Nick Fury,"At ease, soldier. Look, I’m sorry about that little show back there, but… we thought it best to break it to you slowly."
Steve Rogers,Break what.
Nick Fury,"You’ve been asleep, Cap. For almost seventy years. You gonna be okay."
Steve Rogers,Yeah. Yeah. I just…I had a date.
Nick Fury,Trouble sleeping.
Steve Rogers,"You’re here with a mission, sir."
Nick Fury,I am.
Steve Rogers,Trying to get me back in the world.
Nick Fury,Trying to save it.
