Speaker,Line
Sinister Stephen Strange,Careful. The Darkhold exacts a heavy toll.
Strange,"I dont mean to be callous, but, how much of a heavier toll is there left to exact."
Sinister Stephen Strange,Not just on its reality. On its reader.
Strange,"Look, Im sorry you couldnt save your own universe, but maybe, you could help to save mine."
Sinister Stephen Strange,"Are you happy, Stephen."
Strange,What.
Sinister Stephen Strange,"Are you happy, Stephen. Its the question that. Christine Palmer asked me at her wedding. I said, yes, of course, Im happy. Im a sorcerer with the power of gods. What man wouldnt be happy. Then I, came back to this god darn haunted house. Sat down. and wondered why Id lied. I never meant for any of this to happen. I was looking for a world where things were different. Where I had Christine. Where I was. happy. But I didnt find it. All I found were more of us. So I did those Stephens a favor. You ever had that dream where youre falling, as if youve been pushed off a tall building. That was probably me. The Darkhold exacts a heavy toll."
Strange,"Okay. All the more reason to give it a rest, so let me have it."
Sinister Stephen Strange,Heres the deal. Ill let you use the Darkhold. if you give me your Christine.
Strange,Yeah. I dont think shes gonna go for that.
Sinister Stephen Strange,No. Didnt think so.
Strange,Hang on. Were coming.
Christine 2,What are you doing with the Darkhold. Are you going to dreamwalk.
Strange,Slightly more than just dreamwalking.
Christine 2,"All you Stranges, youre the same."
Strange,"I know. Youre right. We are all the same. But right now, that kid needs me, and I cant do any of this without your help. While Im under, I need you to protect my body, in case they attack me for trespassing."
Christine 2,Whos they.
Strange,The Souls of the Damned.
Christine 2,Okay. But doesnt a version of you need to live in that universe. So that you can dreamwalk into them.
Strange,Who said they have to be living.
Souls of the Damned,"Stephen Strange, possessing a dead body is forbidden. Cease your dreamwalk, and face the eternal consequences."
Christine 2,"Stephen. Dont let me go. Stephen. Hang on. Hang on, hang on. Brazier of BomGaliath. Go back to hell. Stephen. Ive got you. Youre a Master of the Mystic Arts. Theyre spirits. Use them. Use them. Use them."
Wong,Come on. Uh-oh. Strange.
Wanda,"Dreamwalking, you hypocrite."
Strange,"This time, its gonna take more than killing me to kill me."
Wong,I dont even wanna know. Shes breaking free.
Strange,Hold her.
Wong,Strange. Take Americas power. Theres no other way.
Strange,"Yeah. This is the only way. Its me, in other mes body."
America,"Youre gonna take my power, arent you. Before Wanda can. Its okay. I understand now."
Strange,"No, America. Ive come here to tell you to trust yourself, trust your power. Thats how we stop her."
America,I cant control it.
Strange,"Yes, you can. You have been all along. Every time you opened a portal, you sent us exactly where we needed to go."
America,What about the first time.
Strange,Even that led you to this moment. You are gonna kick that witchs ass.
Christine 2,Ive got you.
Wanda,Uh-huh.
America,I cant b*at you. So Ill give you what you want.
Wanda,Billy. Tommy.
Billy,Mommy.
Tommy,Theres a witch.
Wanda,What have you done.
Billy,Mommy.
Wanda 2,Wait. Boys. Its okay. Its okay. Its okay.
Wanda,Im their mother. Get away from them.
Strange,No. Not yet.
Tommy,Mommy.
Billy,Get away from our mom. Leave her alone.
Wanda,"Boys, stop. Please. Wait, boys. Stop. Stop it."
Billy,Please dont hurt us. Please.
Wanda,I would never hurt you. Never. I would never hurt anyone. Im not a monster. Im not. Im.
Tommy,Mom. Youre okay.
Wanda,"Okay, okay. Im okay."
Tommy,"Mom, no."
Billy,Dont go. Dont. Mom.
Wanda 2,Know that theyll be loved.
America,What now.
Strange,Get out of here.
America,Ill find you. We have to go. Now.
Wanda,I opened the Darkhold. I have to close it. No one will ever be tempted by the Darkhold again.
Strange,Are you all right.
Christine 2,Is it over.
Strange,Yeah.
Christine 2,Is America okay.
Strange,Shes on her way here to get us.
Christine 2,Wanda.
Strange,No. So she destroyed the Darkhold in every universe.
Christine 2,She did the right thing.
Strange,"Yes, she did."
Christine 2,Whats your universe like.
Strange,Its very beautiful. I wish I could show you.
Christine 2,Id really like that. But I. have to go.
Strange,"Yeah. Yeah, I know."
Christine 2,"Its too bad, though. Could have been one hell of an incursion."
Strange,"I love you. I love you in every universe. Its not that I dont wanna care for someone, or have someone care for me. Its just. I get scared."
Christine 2,Yeah. Face your fears. Doctor Strange.
America,How is this so much harder than a Multiversal portal.
Strange,"She needs to slow down, and be more patient."
Wong,Reminds me of another student I knew. How are you feeling.
Strange,Why do you ask.
Wong,You used the Darkhold to dreamwalk into your own corpse.
Strange,"Oh. Yeah, right, uh. Im fine. But I do wanna ask you something. Are you happy."
Wong,Thats a. interesting question.
Strange,"Youd think that saving the world would get you there, but. It doesnt."
Wong,"Sometimes, I do wonder. of my other lives. Yet I remain grateful in this one. Even with each tribulations."
Strange,Soon well have to go through a long one.
Wong,"No, we dont."
America,Wait. Sup.
Strange,Sup.
America Chavez,Made some sparks.
Doctor Stephen Strange,Great. Your parents would be proud. I hope youll get to show them one day.
America Chavez,Stephen. Im glad I found your universe.
Doctor Stephen Strange,"So am I, kid. So am I. Hmm."
Clea,Doctor Strange.
Docotr Stephen Strange,Can I help you.
Clea,"You caused an Incursion, and we’re gonna fix it. Unless you’re afraid."
Doctor Stephen Strange,Not in the least.
Pizza Poppa,It’s over.
