Speaker,Line
Peter Quill,"I saw you out there. I dont know what came over me, but I couldnt let you die. I found something inside of myself. Something incredibly heroic. I mean, not to brag, but objectively."
Gamora,Wheres the orb.
Peter Quill,"Its.well, they got the orb."
Gamora,What.
Kraglin,"Welcome home, Peter."
Rocket,Blasted idiot. Theyre all idiots. Quill just got himself captured. None of this ever would have happened if you didnt try to single-handedly take on a frickin army.
Drax,"Youre right. I was a fool. All the anger, all the rage, was just to cover my loss."
Rocket,"Oh, boo-hoo-hoo. My wife and child are dead. Oh, I dont care if its mean. Everybodys got dead people. Thats no excuse to get everybody else dead along the way. Come on, Groot. Ronan has the stone. The only chance we got is to get to the other side of the universe as fast as we can and maybe, just maybe, well be able to live full lives before that whack-job ever gets there."
Groot,I am Groot.
Rocket,Save them. How.
Groot,I am Groot.
Rocket,"I know theyre the only friends that we ever had, but theres an army of Ravagers around them. And theres only two of us."
Drax,Three.
Rocket,Aw. YOURE MAKING ME BEAT - UP - GRASS.
Ronan,"The orb is in my possession, as I promised."
Thanos,Bring it to me.
Ronan,"Yes, that was our agreement. Bring you the orb, and you will destroy Xandar for me. However, now that I know it contains an Infinity Stone, I wonder what use I have for you."
Thanos,"Boy, I would reconsider your current course."
Korath,Master. You cannot. Thanos is the most powerful being in the universe.
Ronan,Not anymore.
Ronan,"You call me boy. I will unfurl one thousand years of Kree justice on Xandar, and burn it to its core. Then, Thanos, Im coming for you."
Nebula,"After Xandar, youre going to kill my father."
Ronan,You dare to oppose me.
Nebula,"You see what he has turned me into. You kill him, I will help you destroy a thousand planets."
Yondu Udonta,You betrayed me. Steal my money.
Gamora,Stop it. Leave him alone.
Yondu Udonta,"When I picked you up as a kid, these boys wanted to eat you. They aint never tasted Terran before. I saved your life."
Peter Quill,"Oh, will you shut up about that. God. Twenty years, youve been throwing that in my face, like its some great thing, not eating me. Normal people dont even think about eating someone else. Much less that person having to be grateful for it. You abducted me, man. You stole me from my home and from my family."
Yondu Udonta,"You dont give a damn about your Terra. Youre scared because youre soft, in here. Here. Right here."
Gamora,Yondu. Listen to me. Ronan has something called an Infinity Stone.
Yondu Udonta,"I know what hes got, girl."
Gamora,Then you know we must get it back. Hes gonna use it to wipe out Xandar. We have to warn them. Billions of people will perish.
Yondu Udonta,"Is that what shes been filling your head with, boy. Sentiment. Eating away your brain like maggots. Thats it."
Gamora,No.
Yondu Udonta,"Sorry, boy. But a captains gotta teach his men what happens to those what cross him."
Kraglin,Captains gotta teach stuff.
Peter Quill,"If you kill me now, you are saying goodbye to the biggest score you have ever seen."
Yondu Udonta,The Stone. I hope you got something better than that. Because aint nobody stealing from Ronan.
Peter Quill,We got a ringer.
Yondu Udonta,Is that right.
Peter Quill,"She knows everything there is to know about Ronan. His ships, his army."
Gamora,Hes vulnerable.
Peter Quill,"Hey, what do you say, Yondu, huh. Me and you, taking down a mark side-by-side, like the old days."
Yondu Udonta,"Let him go. Oh. You always did have a scrote, boy. Thats why I kept you on as a youngun."
Ravager Pilot,"Captain, the shot was non-damaging."
Rocket,"Attention, idiots. The lunatic on top of this craft is holding a Hadron Enforcer. Its a weapon of my own design."
Yondu Udonta,What the hell.
Rocket,"If you dont hand over our companions now, hes gonna tear your ship a new one. A very big new one."
Yondu Udonta,I aint buyin it.
Rocket,"Im giving you to the count of five. Five, four, three."
Peter Quill,No.
Gamora,"No, no. Dont."
Peter Quill,"No. Wait, hold on. Rocket, its me, for God sakes. We figured it out. Were fine."
Rocket,"Oh, hey, Quill. Whats going on. You call that figured it out. Were gonna rob the guys who just beat us senseless."
Peter Quill,"Oh, you want to talk about senseless. How about trying to save us by blowing us up."
Rocket,We were only gonna blow you up if they didnt turn you over.
Peter Quill,And how on earth were they gonna turn us over when you only gave them a count of five.
Rocket,Well we didnt have time to work out the minutiae of the plan. This is what we get for acting altruistically.
Groot,I am Groot.
Rocket,They are ungrateful.
Gamora,Whats important now is we get the Ravagers army to help us save Xandar.
Rocket,So we can give the Stone to Yondu whos just gonna sell to somebody even worse.
Peter Quill,Well figure that part out later.
Gamora,We have to stop Ronan.
Rocket,How.
Peter Quill,I have a plan.
Rocket,Youve got a plan.
Peter Quill,Yes.
Rocket,"First of all, youre copying me from when I said I had a plan."
Peter Quill,"No, Im not. People say that all the time, its not that unique of a thing to say."
Rocket,"Secondly, I dont even believe you have a plan."
Peter Quill,I have part of a plan.
Drax,What percentage of a plan do you have.
Gamora,You dont get to ask questions after the nonsense you pulled on Knowhere.
Drax,I just saved Quill.
Peter Quill,Weve already established that you destroying the ship that Im on is not saving me.
Drax,When did we establish it.
Peter Quill,Like three seconds ago.
Drax,"I wasnt listening, I was thinking of something else."
Gamora,Oh.
Rocket,"Shes right, you dont get an opinion. What percentage."
Peter Quill,"I dont know, twelve percent."
Rocket,Twelve percent.
Peter Quill,Thats a fake laugh.
Rocket,Its real.
Peter Quill,Totally fake.
Rocket,"That is the most real, authentic, hysterical laugh of my entire life because that is not a plan."
Gamora,Its barely a concept.
Peter Quill,Youre taking their side.
Groot,I am Groot.
Rocket,"So what, its better than eleven percent. What the hell does that have to do with anything."
Peter Quill,"Thank you, Groot. Thank you. See. Groots the only one of you who has a clue. Guys. Come on. Yondu is gonna be here in two seconds. He expects to hear this big plan of ours. I need your help. I look around at us, you know what I see. Losers. I mean, like, folks who have lost stuff. And we have. Man, we have. All of us. Our homes, our families, normal lives. And, usually, life takes more than it gives, but not today. Today, its given us something. It has given us a chance."
Drax,To do what.
Peter Quill,"To give a shit. For once, not run away. I, for one, am not gonna stand by and watch as Ronan wipes out billions of innocent lives."
Rocket,"But, Quill, stopping Ronan, its impossible. Youre asking us to die."
Peter Quill,"Yeah, I guess I am. I."
Gamora,Quill. I have lived most my life surrounded by my enemies. I will be grateful to die among my friends.
Drax,"You are an honorable man, Quill. I will fight beside you. And in the end, see my wife and daughter again."
Groot,I am Groot.
Rocket,"Oh, what the hell. I dont got that long a lifespan, anyway. Now Im standing. You all happy. Were all standing up now. Bunch of jackasses, standing in a circle."
Gamora,"The stone reacts to anything organic. The bigger the target, the bigger the power surge."
Peter Quill,"All Ronans gotta do is touch the stone to the planets surface and zap. All plants, animals, Nova Corps."
Gamora,Everything will die.
Peter Quill,"So Ronan does not make the surface. Rocket will lead a team to blow a hole in the Dark Asters starboard hull. Then, our craft and Yondus will enter."
Kraglin,Wont there be hundreds of Sakaaran soldiers inside.
Drax,I think of Sakaaran as paper people.
Gamora,"Once they know were on board, Ronan will isolate himself behind impenetrable security doors on deck. Which I can disable by dismantling the power source."
Peter Quill,"Well make it to the flight deck, and Ill use the Hadron Enforcer to kill Ronan."
Gamora,"Once Ronan is dead, we will retrieve the stone. Use these devices to contain it. If you touch it, it will kill you."
Peter Quill,"Ill contact one of the Nova officers who arrested us. Hopefully, theyll believe were there to help."
Rocket,Theres one more thing we need to complete the plan. That guys eye.
Peter Quill,"No. No, we dont. No, we dont need that guys eye."
Rocket,"No, seriously, I need it. Its important to me."
Ravager Navigator,"Ronans fleet has been spotted, and will arrive in t-minus fifteen minutes."
Yondu Udonta,"Remember, boy. At the end of all this, I get the stone. You cross me, we kill you all. Lets go get em, boys."
Gamora,This is a terrible plan.
Peter Quill,"Hey, youre the one who said you wanted to die among friends."
Corpsman Dey,Nova Prime. I received a transmission from one of the Ravagers. He says Ronans in possession of something called an Infinity Stone and hes headed toward Xandar.
Nova Prime,Good God.
Denarian Saal,Its a trick. Hes a criminal.
Nova Prime,Did he say why we should believe him.
Corpsman Dey,"He said his crew just escaped from prison so hed have no other reason to risk coming to Xandar to help. He says that hes an a-hole. But hes not, and Im quoting him here, one hundred percent a dick."
Nova Prime,Do you believe him.
Corpsman Dey,"Well, I dont know that I believe anyones one hundred percent a dick, maam."
Nova Prime,"I mean, do you believe that hes here to help."
Corpsman Dey,Yeah.
Nebula,"A fleet approaches, they appear to be Ravagers."
Yondu Udonta,Fire. Cover it down. Submerge.
Peter Quill,"Rocket, hurry."
Nebula,"All pilots, dive. Theyre beneath us."
Nova Prime,Evacuate the city. Our priority is to get our people away from the battle.
Nebula,"Forward thrust, now."
Kraglin,Come on.
Rocket,Quill. Yondu. Now.
Yondu Udonta,"Aw, hell. Im going down, Quill. No more games with me, boy. Ill see you at the end of this."
Gamora,"There are too many of them, Rocket. Well never make it up there."
Denarian Saal,"Peter Quill, this is Denarian Saal of the Nova Corps. For the record, I advised against trusting you here."
Peter Quill,They got my dick message.
Denarian Saal,Prove me wrong.
Drax,Yes. Yes.
Gamora,Were just like Kevin Bacon.
Nebula,The starboard kern has been breached. We have been boarded.
Ronan,Continue our approach.
Nebula,But the Nova Corps have engaged.
Ronan,None of that will matter once we reach the surface.
Nebula,Seal security doors. Now. Get out of my way.
Rocket,"Oh, man."
Nova Prime,"All Nova pilots, interlock and form a blockade. The Dark Aster must not reach the ground."
Nova Pilot #1,Locked in.
Nova Pilot #2,Locked in. Were locked in.
Drax,I can barely see. When did you learn to do that.
Peter Quill,Im pretty sure the answer is I am Groot.
Gamora,The flight deck is three hundred meters this way.
Drax,"I want you all to know that I am grateful for your acceptance after my blunders. It is pleasing to once again have friends. You, Quill, are my friend."
Peter Quill,Thanks.
Drax,"This dumb tree, he is my friend."
Groot,Mmm.
Drax,"And this green whore, she, too."
Gamora,"Oh, you must stop."
Nebula,"Gamora, look at what you have done. You have always been weak. You stupid, traitorous."
Drax,Nobody talks to my friends like that.
Gamora,Head to the flight deck. Ill shut down the power to the security doors.
Maskless Sakaaran,"Yondu Udonta. Order your men to turn on the Nova Corps. Enough nonsense, Ravager. Time to die."
Gamora,"Nebula, please."
Ronan,"Enough of this. Necrocraft pilots, enact immolation initiative."
Nova Pilot,"Theyre dive-bombing the city. Denarian Saal, should we break formation."
Denarian Saal,No. Hold your positions.
Rocket',"Keep Ronan up there, Saal. Well take care of the people down here."
Denarian Saal,I cant believe Im taking orders from a hamster.
Korath,Star-Lord.
Peter Quill,Finally. You thief.
Korath,You will never make it to Ronan.
Rocket,Everybody shoot them before they hit the ground.
Gamora,Come on.
Drax,Finger to the throat means death. Metaphor.
Peter Quill,"Yeah, sorta. Oh, no."
Ronan,"Xandar, you stand accused. Your wretched peace treaty will not save you now. It is the tinder on which you burn."
Denarian Saal,Rocket.
Rocket,"Hold on, Saal, just. Quill, you gotta hurry. The citys been evacuated, but were getting our asses kicked down here."
Peter Quill,Gamora hasnt opened the door.
Gamora,"Nebula. Sister, help us fight Ronan. You know hes crazy."
Nebula,I know youre both crazy.
Gamora,No.
Ravager Pilot,What the.
Nebula,Get out.
Drax,You did it.
Ronan,"I was mistaken, I do remember your family. Their screams were pitiful. I."
Rocket,"No, Groot. You cant, youll die. Why are you doing this. Why."
Groot,We are Groot.
Rocket,I called him an idiot.
Rocket,YOU KILLED GROOT.
Ronan,"Behold. Your Guardians of the Galaxy. What fruit have they wrought. Only that my father and his father shall finally know vengeance. People of Xandar, the time has come to rejoice and renounce your paltry gods. Your salvation is at hand."
Ronan,
Peter Quill,"Ooh-oo child, things are gonna get easier. Ooh-oo child, thingsll get brighter. Listen to these words. Ooh-oo child, things are gonna get easier. Ooh-oo child, thingsll get brighter. Now bring it down hard. Some day, well get it together and well get it."
Ronan,What are you doing.
Peter Quill,"Dance-off, bro. Me and you. Gamora. Subtle. Take it back."
Ronan,What are you doing.
Peter Quill,"Im distracting you, you big turd blossom."
Gamora,NOOOOOOOOOOOOOO.
Gamora,PETER.
Gamora,TAKE MY HAND.
Meredith Quill,"Take my hand, Peter."
Peter Quill,Mom.
Gamora,TAKE MY HAND.
Ronan,YOURE MORTAL. HOW.
Peter Quill,"You said it yourself, bitch. Were the Guardians of the Galaxy."
Yondu Udonta,"Well, well, well. Quite the light show. Aint this sweet. But you got some business to attend to before all the nookie-nookie starts."
Gamora,"Peter, you cant. Peter."
Peter Quill,"You gotta reconsider this, Yondu. I dont know who youre selling this to, but the only way the universe can survive is if you give it to the Nova Corps."
Yondu Udonta,"I may be as pretty as an angel, but I sure as hell aint one. Hand it over, son."
Peter Quill,"Yondu. Do not open that orb. You know that, right. Youve seen what it does to people."
Kraglin,"Yeah, Quill turned out okay. Its probably good we didnt deliver him to his dad like we was hired to do."
Yondu Udonta,"Yeah, that guy was a jackass."
Peter Quill,Hes gonna be so pissed when he realizes I switched out the orb on him.
Gamora,"He was gonna kill you, Peter."
Peter Quill,"Oh, I know. But he was about the only family I had."
Gamora,No. He wasnt.
Peter Quill,Why would you even know this.
Corpsman Dey,"When we arrested you, we noticed an anomaly in your nervous system, so we had it checked out."
Peter Quill,Im not Terran.
Nova Prime,"You are half Terran. Your mother was of earth. Your father, well, hes something very ancient weve never seen here before."
Gamora,That could be why you were able to hold the stone for as long as you did.
Nova Prime,"Your friends have arrived. On behalf of the Nova Corps, wed like to express our profound gratitude for your help in saving Xandar. If you will follow Denarian Dey, he has something to show you."
Peter Quill,"Thank you, Nova Prime."
Gamora,Thank you.
Gamora,Your wife and child shall rest well knowing that you have avenged them.
Drax,"Yes. Of course, Ronan was only a puppet. Its really Thanos I need to kill."
Corpsman Dey,We tried to keep it as close to the original as possible. We salvaged as much as we could.
Peter Quill,Wow. I… Thank you.
Corpsman Dey,"I have a family who are alive because of you. Your criminal records have also been expunged. However, I have to warn you against breaking any laws in the future."
Rocket,"Question. What if I see something that I want to take, and it belongs to someone else."
Corpsman Dey,Well you will be arrested.
Rocket,But what if I want it more than the person who has it.
Corpsman Dey,Still illegal.
Rocket,"That doesnt follow. No, I want it more, sir. Do you understand. What are you laughing at. Why. I cant have a discussion with this gentleman."
Drax,What if someone does something irksome and I decide to remove his spine.
Corpsman Dey,"Thats.thats actually murder. Its one of the worst crimes of all, so also illegal."
Drax,Hmm.
Peter Quill,"Theyll be fine, Dey. Im gonna keep an eye on em."
Corpsman Dey,You.
Peter Quill,"Yeah, me."
Meredith Quill,"Peter, I know these last few months have been hard for you. But Im going to a better place and I will be okay. And I will always be with you. You are the light of my life. My precious son. My little Star-Lord. Love, mom."
Peter Quill,"So, what should we do next. Something good. Something bad. A bit of both."
Gamora,"Well follow your lead, Star-Lord."
Peter Quill,Bit of both.
