Speaker,Line
Laura Barton,"Honey. Ah, I missed you."
Natasha Romanoff,"Hows little Natasha, huh."
Laura Barton,Shes…Nathaniel.
Natasha Romanoff,Traitor.
Steve Rogers,Thor.
Thor,"I saw something in that dream. I need answers, I wont find them here."
Peggy Carter,We can go home.
Clint Barton,"See, you worried for nothing. Cant even feel the difference, can you."
Laura Barton,"If theyre sleeping here, some of them are gonna have to double up."
Clint Barton,"Yeah, thats not gonna sell."
Laura Barton,What about Nat and Dr Banner. How long has that been going on.
Clint Barton,Has what.
Laura Barton,You are so cute.
Clint Barton,Nat and… and Banner.
Laura Barton,"Ill explain when youre older, Hawkeye."
Clint Barton,Oh. Okay.
Laura Barton,"Its bad, right. Nat seems really shaken."
Clint Barton,"Ultron has these allies, these uh, kids, theyre punks really. They carry a big damn stick and Nat took a serious hit. Someones gonna have to teach em some manners."
Laura Barton,"And that someone be you. You know I totally support your Avenging, I couldnt be prouder. But I see those guys, those Gods."
Clint Barton,You dont think they need me.
Laura Barton,I think they do. Which is a lot scarier. Theyre a mess.
Clint Barton,Yeah. I guess theyre my mess.
Laura Barton,"You need to be sure that this team is really a team and that they have your back. Things are changing for us. In a few months time, you and me are gonna be outnumbered. I need-- .just be sure."
Clint Barton,"Yes, maam."
Laura Barton,I can feel the difference.
Ultron,"Scream, and your entire staff dies. I couldve killed you, Helen, the night we met. I didnt."
Dr. Helen Cho,Do you expect a thank you note.
Ultron,I expect you to know why.
Dr. Helen Cho,"The Cradle. This is the next thing, Tony."
Ultron,This.is the next me.
Dr. Helen Cho,"The regeneration cradle prints tissue, it cant build a living body."
Ultron,"It can, you can. You lack the materials. Youre a brilliant woman, Helen. But we all have room to improve."
Bruce Banner,I didnt realize you were waiting.
Natasha Romanoff,"I wouldve joined you, but uh, it didnt seem like the right time."
Bruce Banner,They used up all the hot water.
Natasha Romanoff,I shouldve joined you.
Bruce Banner,Missed our window.
Natasha Romanoff,Did we.
Bruce Banner,"The world just saw the Hulk. The real Hulk, for the first time. You know I have to leave."
Natasha Romanoff,"But you assume that I have to stay. I had this, um, dream. The kind that seems normal at the time, but when you wake."
Bruce Banner,What did you dream.
Natasha Romanoff,That I was an Avenger. That I was anything more than the assassin they made me.
Bruce Banner,I think youre being hard on yourself.
Natasha Romanoff,Here I was hoping that was your job.
Bruce Banner,What are you doing.
Natasha Romanoff,"Im running with it, with you. If runnings the plan, as far as you want."
Bruce Banner,Are you out of your mind.
Natasha Romanoff,I want you to understand that Im.
Bruce Banner,"Natasha, where can I go. Where in the world am I not a threat."
Natasha Romanoff,Youre not a threat to me.
Bruce Banner,"You sure. Even if I didnt just. theres no future with me. I cant ever. I cant have this, kids. Do the math, I physically cant."
Natasha Romanoff,"Neither can I. In the Red Room, where I was trained, where I was raised, um, they have a graduation ceremony. They sterilize you. Its efficient. One less thing to worry about. The one thing that might matter more than a mission. It makes everything easier. Even killing. You still think youre the only monster on the team."
Bruce Banner,"What, so we disappear."
Tony Stark,Thor didnt say where he was going for answers.
Steve Rogers,Sometimes my teammates dont tell me things. I was kind of hoping Thor would be the exception.
Tony Stark,"Yeah, give him time. We dont know what the Maximoff kid showed him."
Steve Rogers,Earths Mightiest Heroes. Pulled us apart like cotton candy.
Tony Stark,Seems like you walked away all right.
Steve Rogers,Is that a problem.
Tony Stark,I dont trust a guy without a dark side. Call me old fashioned.
Steve Rogers,Well lets just say you havent seen it yet.
Tony Stark,"You know Ultron is trying to tear us apart, right."
Steve Rogers,Well I guess youd know. Whether you tell us is a bit of a question.
Tony Stark,Banner and I were doing research.
Steve Rogers,That would affect the team.
Tony Stark,"That would end the team. Isnt that the mission. Isnt that the why we fight, so we can end the fight, so we get to go home."
Steve Rogers,"Every time someone tries to win a war before it starts, innocent people die. Every time."
Laura Barton,"Im sorry. Mr Stark, uh, Clint said you wouldnt mind, but, our tractor, it doesnt seem to want to start at all. I thought maybe you might."
Tony Stark,"Yeah, Ill give her a kick. Dont take from my pile. Hello, Deere. Tell me everything. What ails you."
Nick Fury,Do me a favor. Try not to bring it to life.
Tony Stark,"Ah, Mrs. Barton, you little minx. I get it, Maria Hill called you, right. Was she ever not working for you."
Nick Fury,Artificial intelligence. You never even hesitated.
Tony Stark,"Look, its been a really long day, like, Eugene ONeill long, so hows about we skip to the part where youre useful."
Nick Fury,Look me in the eye and tell me youre going to shut him down.
Tony Stark,Youre not the director of me.
Nick Fury,"Im not the director of anybody. Im just an old man, who cares very much about you."
Tony Stark,"And Im the man who killed the Avengers. I saw it. I didnt tell the team, how could I. I saw them all dead, Nick. I felt it. The whole world, too. Its because of me. I wasnt ready. I didnt do all I could."
Nick Fury,"The Maximoff girl, shes working you, Stark. Playing on your fear."
Tony Stark,"I wasnt tricked, I was shown. It wasnt a nightmare, it was my legacy. The end of the path I started us on."
Nick Fury,"Youve come up with some pretty impressive inventions, Tony. War isnt one of them."
Tony Stark,"I watched my friends die. Youd think thatd be as bad as it gets, right. Nope. Wasnt the worst part."
Nick Fury,The worst part is that you didnt.
Erik Selvig,"I like the look. If youre going for inconspicuous, though, near miss."
Thor,I need your help.
Erik Selvig,Its nice to be needed.
Thor,Its dangerous.
Erik Selvig,Id be disappointed if it wasnt.
Nick Fury,"Ultron took you folks out of play to buy himself time. My contacts all say hes building something. The amount of Vibranium he made off with, I dont think its just one thing."
Steve Rogers,What about Ultron himself.
Nick Fury,"Ah. Hes easy to track, hes everywhere. Guys multiplying faster than a Catholic rabbit. Still doesnt help us get an angle on any of his plans though."
Tony Stark,He still going after launch codes.
Nick Fury,"Yes, he is, but hes not making any headway."
Tony Stark,I cracked the Pentagons firewall in high school on a dare.
Nick Fury,"Yeah, well, I contacted our friends at the NEXUS about that."
Steve Rogers,NEXUS.
Bruce Banner,"Its the world internet hub in Oslo, every byte of data flows through there, fastest access on earth."
Clint Barton,So whatd they say.
Nick Fury,"Hes fixated on the missiles, but the codes are constantly being changed."
Tony Stark,By whom.
Nick Fury,Parties unknown.
Natasha Romanoff,Do we have an ally.
Nick Fury,"Ultrons got an enemy, thats not the same thing. Still, Id pay folding money to know who it is."
Tony Stark,"I might need to visit Oslo, find our unknown."
Natasha Romanoff,"Well, this is good times, boss, but I was kind of hoping when I saw you, youd have more than that."
Nick Fury,"I do, I have you. Back in the day, I had eyes everywhere, ears everywhere else. Here we all are, back on earth, with nothing but our wit, and our will to save the world. So stand. Outwit the platinum bastard."
Natasha Romanoff,Steve doesnt like that kind of talk.
Steve Rogers,"You know what, Romanoff."
Nick Fury,So what does he want.
Steve Rogers,To become better. Better than us. He keeps building bodies.
Tony Stark,"Person bodies. The human form is inefficient, biologically speaking, were outmoded. But he keeps coming back to it."
Natasha Romanoff,"When you two programmed him to protect the human race, you amazingly failed."
Bruce Banner,"They dont need to be protected, they need to evolve. Ultrons going to evolve."
Nick Fury,How.
Bruce Banner,Has anyone been in contact with Helen Cho.
Dr. Helen Cho,"Its beautiful. The Vibranium atoms arent just compatible with the tissue cells, theyre binding them. And SHIELD never even thought--"
Ultron,"The most versatile substance on the planet and they used it to make a Frisbee. Typical of humans, they scratch the surface and never think to look within."
Steve Rogers,Ill take Natasha and Clint.
Tony Stark,"Alright, strictly recon. Ill hit the NEXUS, Ill join you as soon as I can."
Steve Rogers,If Ultron is really building a body.
Tony Stark,Hell be more powerful than any of us. Maybe all of us. An android designed by a robot.
Steve Rogers,You know I really miss the days when the weirdest thing science ever created was me.
Nick Fury,Ill drop Banner off at the tower. Do you mind if I borrow Ms. Hill.
Tony Stark,"Shes all yours, apparently."
Steve Rogers,What are you gonna do.
Nick Fury,"I dont know. Something dramatic, I hope."
Clint Barton,Im gonna finish re-flooring that sunroom as soon as I get back.
Laura Barton,"Yeah, and then youll find another part of the house to tear apart."
Clint Barton,No. Its the last project. I promise.
Erik Selvig,This is it. The Water of Sight.
Thor,"In every realm, theres a reflection. If the water spirits accept me, I can return to my dream, and find what I missed."
Erik Selvig,"The men who enter that water, the legends dont end well."
Tony Stark,"A hacker whos faster than Ultron. He could be anywhere. And as this is the center of everything, Im just a guy looking for a needle in the worlds biggest haystack."
World Hub Tech,How do you find it.
Tony Stark,"Pretty simple. You bring a magnet. Oh, Im decrypting nuclear codes and you dont want me to. Come and get me."
Heimdall,Wake up.
Erik Selvig,Thor.
Ultron,Extinction.
Dr. Helen Cho,"Cellular cohesion will take a few hours, but we can initiate the consciousness stream. Were uploading your cerebral matrix.now."
Wanda Maximoff,I can read him. He is dreaming.
Dr. Helen Cho,"I wouldnt call it dreams. Its Ultrons base consciousness, informational noise. Soon."
Ultron,How soon. Im not being pushy.
Dr. Helen Cho,Were imprinting a physical brain. There are no shortcuts. Even if your magic gem is.
Wanda Maximoff,How could you.
Ultron,How could I what.
Wanda Maximoff,"You said we would destroy the Avengers, make a better world."
Ultron,It will be better.
Wanda Maximoff,When everyone is dead.
Ultron,That is not-- The human race will have every opportunity to improve.
Pietro Maximoff,And if they dont.
Ultron,Ask Noah.
Wanda Maximoff,Youre a madman.
Ultron,"There were more than a dozen extinction level events before even the dinosaurs got theirs. When the Earth starts to settle, God throws a stone at it, and believe me, hes winding up. We have to evolve. Theres no room for the weak."
Pietro Maximoff,And who decides whos weak.
Ultron,Life. Life always decides. Theres incoming. The Quinjet. We have to move.
Dr. Helen Cho,Thats not a problem.
Ultron,"Ugh. Ah, wait, guys. Theyll understand. When they see theyll understand. I just need a little more time."
Steve Rogers,Two minutes. Stay close. Dr Cho.
Dr. Helen Cho,Hes uploading himself into the body.
Steve Rogers,Where.
Dr. Helen Cho,"The real power is inside the Cradle. The gem, its power is uncontainable. You cant just blow it up. You have to get the Cradle to Stark."
Steve Rogers,First I have to find it.
Dr. Helen Cho,Go.
Steve Rogers,Did you guys copy that.
Clint Barton,We did.
Natasha Romanoff,"I got a private jet taking off, across town, no manifest. That could be him."
Clint Barton,"There. Its a truck from the lab. Right above you, Cap. On the loop by the bridge. Its them. I got three with the Cradle, one in the cab. I could take out the driver."
Steve Rogers,"Negative. If that truck crashes, the gem could level the city. We need to draw out Ultron."
Ultron,"No, no, no, no, no. Leave me alone."
Steve Rogers,"Well, hes definitely unhappy. Im gonna try and keep him that way."
Clint Barton,"Youre not a match for him, Cap."
Steve Rogers,"Thanks, Barton."
Ultron,"You know whats in that Cradle. The power to make real change, and that terrifies you."
Steve Rogers,I wouldnt call it a comfort.
Ultron,Stop it.
Clint Barton,"We got a window. Four, three… give em hell."
Natasha Romanoff,Im always picking up after you boys.
Clint Barton,"Theyre heading under the overpass, Ive got no shot."
Natasha Romanoff,Which way.
Clint Barton,Hard right. Now.
Natasha Romanoff,"Out of the way, coming through. Sorry, coming through."
Steve Rogers,Come on.
Natasha Romanoff,"Clint, can you draw out the guards."
Clint Barton,Lets find out.
Natasha Romanoff,Beep beep.
Clint Barton,"Heading back towards you. So whatever you’re gonna do, do it now."
Natasha Romanoff,"Im going in. Cap, can you keep him occupied."
Steve Rogers,What do you think Ive been doing.
Clint Barton,The package is airborne. I have a clean shot.
Natasha Romanoff,Negative. I am still in the truck.
Clint Barton,What the hell are you.
Natasha Romanoff,"Just be ready, Im sending the package to you."
Clint Barton,How do you want me to take it.
Natasha Romanoff,"Uhh, you might wish you hadnt asked that."
Ultron,Please. Dont do this.
Wanda Maximoff,What choice do we have.
Steve Rogers,I lost him. Hes headed your way.
Clint Barton,"Nat, we gotta go."
Clint Barton,"Nat. Cap, you see Nat."
Steve Rogers,"If you have the package, get it to Stark. Go."
Clint Barton,Do you have eyes on Nat.
Steve Rogers,Go. Civilians in our path. Can you stop this thing.
Pietro Maximoff,Im fine. I just need to take a minute.
Steve Rogers,Im very tempted not to give you one.
Wanda Maximoff,"The Cradle, did you get it."
Steve Rogers,Stark will take care of it.
Wanda Maximoff,"No, he wont."
Steve Rogers,"You dont know what youre talking about, Starks not crazy."
Wanda Maximoff,He will do anything to make things right.
Steve Rogers,"Stark, come in. Stark. Anyone on comms."
Wanda Maximoff,Ultron cant tell the difference between saving the world and destroying it. Where do you think he gets that.
Bruce Banner,Anything on Nat.
Tony Stark,"Havent heard. But shes alive, or Ultrond be rubbing our faces in it."
Clint Barton,This is sealed tight.
Bruce Banner,"Were going to need to access the program, break it down from within."
Tony Stark,"Hm. Any chance Natasha might leave you a message, outside the internet, old school spy stuff."
Clint Barton,"Theres some nets I can cast. Yeah, alright. Ill find her."
Bruce Banner,"I can work on tissue degeneration, if you can fry whatever operational system Cho implanted."
Tony Stark,"Yeah, about that."
Bruce Banner,No.
Tony Stark,You have to trust me.
Bruce Banner,Kinda dont.
Tony Stark,Our ally. The guy protecting the militarys nuclear codes. I found him.
JARVIS,"Hello, Dr Banner."
Tony Stark,"Ultron didnt go after JARVIS cause he was angry. He attacked him because he was scared of what he can do. So JARVIS went underground. Okay. Scattered, dumped his memory. But not his protocols. He didnt even know he was in there, until I pieced him together."
Bruce Banner,"So, you want me to help you put JARVIS into this thing."
Tony Stark,"No, of course not. I want to help you put JARVIS in this thing. Were out of my field here. You know bio-organics better than anyone."
Bruce Banner,And you just assume that JARVIS operational matrix can beat Ultrons.
Tony Stark,"JARVIS has been beating him from inside without knowing it. This is the opportunity, we can create Ultrons perfect self, without the homicidal glitches he thinks are his winning personality. We have to."
JARVIS,I believe its worth a go.
Bruce Banner,"No, Im in a loop. Im caught in a time loop, this is exactly where it all went wrong."
Tony Stark,"I know, I know. I know what everyones going to say, but theyre already saying it. Were mad scientists. Were monsters, buddy. You gotta own it. Make a stand. Its not a loop. Its the end of the line."
Ultron,"I wasnt sure youd wake up. I hoped you would, I wanted to show you something. I dont have anyone else. I think a lot about meteors, the purity of them. Boom. The end, start again. The world made clean for the new man to rebuild. I was meant to be new. I was meant to be beautiful. The world wouldve looked to the sky and seen hope, seen mercy. Instead theyll look up in horror because of you. Youve wounded me. I give you full marks for that. But, like the man said, What doesnt kill me… …just makes me stronger."
Tony Stark,This framework is not compatible.
Bruce Banner,The genetic coding towers at ninety-seven percent. You have got to upload that schematic in the next three minutes.
Steve Rogers,Im gonna say this once.
Tony Stark,How about nonce.
Steve Rogers,Shut it down.
Tony Stark,"Nope, not gonna happen."
Steve Rogers,You dont know what youre doing.
Bruce Banner,And you do. Shes not in your head.
Wanda Maximoff,I know youre angry.
Bruce Banner,"Oh, were way past that. I could choke the life out of you and never change a shade."
Steve Rogers,"Banner, after everything thats happened--"
Tony Stark,Thats nothing compared to whats coming.
Wanda Maximoff,You dont know whats in there.
Steve Rogers,This isnt a game--
Wanda Maximoff,The creature--
Pietro Maximoff,"No, no. Go on. You were saying."
Wanda Maximoff,Pietro.
Clint Barton,What. You didnt see that coming.
Tony Stark,Im rerouting the upload.
Bruce Banner,"Go ahead, piss me off. Wait."
Vision,"Im sorry, that was.odd. Thank you."
Steve Rogers,"Thor, you helped create this."
Thor,Ive had a vision. A whirlpool that sucks in all hope of life and at its center is that.
Bruce Banner,"What, the gem."
Thor,"Its the Mind Stone. Its one of the six Infinity Stones, the greatest power in the universe, unparalleled in its destructive capabilities."
Steve Rogers,Then why would you bring it to.
Thor,Because Stark is right.
Bruce Banner,"Oh, its definitely the end times."
Thor,The Avengers cannot defeat Ultron.
Vision,Not alone.
Steve Rogers,Why does your vision sound like JARVIS.
Tony Stark,We. reconfigured JARVIS matrix to create something new.
Steve Rogers,I think Ive had my fill of new.
Vision,You think Im a child of Ultron.
Steve Rogers,Youre not.
Vision,Im not Ultron. Im not JARVIS. I am. I am.
Wanda Maximoff,I looked in your head and saw annihilation.
Vision,Look again.
Clint Barton,Yeah. Her seal of approval means jack to me.
Thor,"Their powers, the horrors in our heads, Ultron himself, they all came from the Mind Stone, and theyre nothing compared to what it can unleash. But with it on our side."
Steve Rogers,Is it. Are you. On our side.
Vision,I dont think its that simple.
Clint Barton,Well it better get real simple real soon.
Vision,"I am on the side of life. Ultron isnt, he will end it all."
Tony Stark,Whats he waiting for.
Vision,You.
Bruce Banner,Where.
Clint Barton,Sokovia. Hes got Nat there too.
Bruce Banner,"If were wrong about you, if youre the monster that Ultron made you to be."
Vision,"What will you do. I dont want to kill Ultron. Hes unique, and hes in pain. But that pain will roll over the earth, so he must be destroyed. Every form hes built, every trace of his presence on the net, we have to act now. And not one of us can do it without the others. Maybe I am a monster. I dont think Id know if I were one. Im not what you are, and not what you intended. So there may be no way to make you trust me. But we need to go."
Thor,Right. Well done.
Steve Rogers,Three minutes. Get what you need.
FRIDAY,"Good evening, boss."
Tony Stark,"No way we all get through this. If even one tin soldier is left standing, weve lost. Its gonna be blood on the floor."
Steve Rogers,I got no plans tomorrow night.
Tony Stark,I get first crack at the big guy. Iron Mans the one hes waiting for.
Vision,"Thats true, he hates you the most."
Steve Rogers,"Ultron knows were coming. Odds are well be riding into heavy fire, and thats what we signed up for. But the people of Sokovia, they didnt. So our priority is getting them out."
Pietro Maximoff,"Were under attack. Clear the city, now. Get off your asses."
Steve Rogers,"All they want is to live their lives in peace, and thats not going to happen today. But we can do our best to protect them. And we can get the job done, and find out what Ultrons been building. We find Romanoff, and we clear the field. Keep the fight between us. Ultron thinks were monsters and were whats wrong with the world. This isnt just about beating him. Its about whether hes right."
Bruce Banner,Natasha. Natasha.
Natasha Romanoff,Bruce.
Bruce Banner,You alright.
Natasha Romanoff,Yeah.
Bruce Banner,"The teams in the city, its about to light up."
Natasha Romanoff,I dont suppose you found a key lying around somewhere.
Bruce Banner,"Yeah, I did."
Natasha Romanoff,So whats our play.
Bruce Banner,Im here to get you to safety.
Natasha Romanoff,Jobs not finished.
Bruce Banner,"We could help with the evacuation, but I cant be in a fight near civilians. And youve done plenty. Our fight is over."
Natasha Romanoff,So we just disappear.
FRIDAY,"Your mans in the church, boss. I think hes waiting for you."
Ultron,Come to confess your sins.
Tony Stark,"I dont know, how much time you got."
Ultron,More than you.
Tony Stark,"Uhhh. Have you been juicing. A little Vibranium cocktail. Youre looking, I dont wanna say, puffy."
Ultron,Youre stalling to protect the people.
Tony Stark,"Well, that is the mission. Did you forget."
Ultron,"Ive moved beyond your mission. Im free. What, you think youre the only one stalling."
FRIDAY,Theres the rest of the Vibranium. Function: still unclear.
Ultron,"This is how you end, Tony. This is peace in my time."
Steve Rogers,Go.
Wanda Maximoff,Get off the bridge. Run.
Vision,Ultron.
Ultron,My Vision. They really did take everything from me.
Vision,"You set the terms, you can change them."
Ultron,Alright.
Tony Stark,FRIDAY. The Vision.
FRIDAY,"Boss, its working. Hes burning Ultron out of the net, he wont escape through there."
Ultron,"You shut me out. You think I care. You take away my world, I take away yours."
Tony Stark,FRIDAY.
FRIDAY,Sokovias going for a ride.
Ultron,"Do you see. The beauty of it, the inevitability. You rise, only to fall. You, Avengers, you are my meteor, my swift and terrible sword and the earth will crack with the weight of your failure. Purge me from your computers, turn my own flesh against me. It means nothing. When the dust settles, the only thing living in this world will be metal."
Bruce Banner,We gotta move.
Natasha Romanoff,Youre not going to turn green.
Bruce Banner,Ive got a compelling reason not to lose my cool.
Natasha Romanoff,I adore you. But I need the other guy. Lets finish the job. I really hope this makes us even. Now go be a hero.
FRIDAY,"The Vibranium core has got a magnetic field, thats whats keeping the rock together."
Tony Stark,If it drops.
FRIDAY,"Right now the impact would kill thousands. Once it gets high enough: Global extinction. That buildings not clear, the tenth floor."
Tony Stark,Hi. Okay. Get in the tub.
FRIDAY,"I got airborne, heading up to the bridge."
Tony Stark,"Cap, you got incoming."
Steve Rogers,"Incoming already came in. Stark, you worry about bringing the city back down safely. The rest of us have one job: tear these things apart. You get hurt, hurt em back. You get killed, walk it off."
Clint Barton,"Go, go, move."
Wanda Maximoff,How could I let this happen.
Clint Barton,"Hey, hey, you okay."
Wanda Maximoff,This is all our fault.
Clint Barton,"Hey, look at me. Its your fault, its everyones fault, who cares. Are you up for this. Are you. Look, I just need to know, cause the city is flying. Okay, look, the city is flying, were fighting an army of robots, and I have a bow and arrow. None of this makes sense. But Im going back out there because its my job. Okay. And I cant do my job and babysit. It doesnt matter what you did, or what you were. If you go out there, you fight, and you fight to kill. Stay in here, youre good, Ill send your brother to come find you, but if you step out that door, you are an Avenger. Alright, good chat. Yeah, the city is flying."
Steve Rogers,I got you. Just look at me.
Ultron,You cant save them all. Youll never--
Steve Rogers,"Youll never what. You didnt finish. What, were you napping."
Ultron,Thor. Youre bothering me.
Clint Barton,"Alright, were all clear here."
Steve Rogers,We are not clear. We are very not clear.
Clint Barton,"Alright, coming to you."
Pietro Maximoff,Keep up old man.
Clint Barton,"Nobody would know. Nobody. The last I saw him, when Ultron was sitting on him. Uh.yeah, hell be missed, that quick little bastard. I miss him already."
Soldier,Hold your fire.
Steve Rogers,Romanoff.
Natasha Romanoff,Thanks.
FRIDAY,"The anti-gravs are rigged to flip. Touch em, theyll go full reverse thrust. The citys not coming down slow."
Tony Stark,The spires Vibranium. If I get Thor to hit it.
FRIDAY,"Itll crack, but thats not enough, the impact would still be devastating."
Tony Stark,"Maybe if we cap the other end, keep the atomic action doubling back."
FRIDAY,"That could vaporize the city, and everyone on it."
Steve Rogers,"The next waves gonna hit any minute. What have you got, Stark."
Tony Stark,"Well, nothing great. Maybe a way to blow up the city. Thatll keep it from impacting the surface if you guys can get clear."
Steve Rogers,"I asked for a solution, not an escape plan."
Tony Stark,Impact radius is getting bigger every second. Were going to have to make a choice.
Natasha Romanoff,"Cap, these people are going nowhere. If Stark finds a way to blow this rock."
Steve Rogers,Not til everyones safe.
Natasha Romanoff,Everyone up here versus everyone down there. Theres no math there.
Steve Rogers,Im not leaving this rock with one civilian on it.
Natasha Romanoff,I didnt say we should leave. Theres worse ways to go. Where else am I gonna get a view like this.
Nick Fury,"Glad you like the view, Romanoff. Its about to get better. Nice, right. I pulled her out of mothballs with a couple of old friends. Shes dusty, but shell do."
Steve Rogers,"Fury, you son of a bitch."
Nick Fury,Oooh. You kiss your mother with that mouth.
Maria Hill,Altitude is eighteen thousand and climbing.
Specialist Cameron Klein,"Lifeboats secure to deploy. Disengage in three, two. take em out."
Pietro Maximoff,This is SHIELD.
Steve Rogers,This is what SHIELDs supposed to be.
Pietro Maximoff,This is not so bad.
Steve Rogers,Lets load em up.
Maria Hill,"Sir, we have multiple bogies converging on our starboard flank."
Nick Fury,Show em what we got.
Maria Hill,Youre up.
James Rhodes,Yes. Now this is gonna be a good story.
Tony Stark,Yep. If you live to tell it.
James Rhodes,You think I cant hold my own.
Tony Stark,"We get through this, Ill hold your own."
James Rhodes,You had to make it weird.
Clint Barton,"Alright, lets load em up. Alright, here we go. Here we go, lets move. Lets go everyone."
Specialist Cameron Klein,"Number six boat is topped and locked. Or, uh, or stocked, topped. It. its, uh, full of people."
Maria Hill,Incoming.
Specialist Cameron Klein,"Oh, God."
Ultron,You think youre saving anyone. I turn that key and drop this rock a little early and its still billions dead. Even you cant stop that.
Thor,"I am Thor, son of Odin, and as long as there is life in my breast, I am.running out of things to say. Are you ready."
Vision,Its terribly well balanced.
Thor,"Well, if theres too much weight, you lose power on the swing, so."
Tony Stark,I got it. Create a heat seal. I can.I can supercharge the spire from below.
FRIDAY,Running numbers. A heat seal could work with enough power.
Tony Stark,"Thor, I got a plan."
Thor,Were out of time. Theyre coming for the core.
Tony Stark,"Rhodey, get the rest of the people on board that carrier."
James Rhodes,On it.
Tony Stark,"Avengers, time to work for a living."
Pietro Maximoff,You good.
Wanda Maximoff,Yeah.
Tony Stark,Romanoff. You and Banner better not be playing hide the zucchini.
Natasha Romanoff,"Relax, Shell-head. Not all of us can fly. Whats the drill."
Tony Stark,"This is the drill. If Ultron gets a hand on the core, we lose."
Thor,Is that the best you can do.
Steve Rogers,You had to ask.
Ultron,"This is the best I can do. This is exactly what I wanted. All of you, against all of me. How could you possibly hope to stop me."
Tony Stark,"Well, like the old man said. Together."
Ultron,"You know, with the benefit of hindsight--"
Thor,Theyll try to leave the city.
Tony Stark,"We cant let em, not even one. Rhodey."
James Rhodes,"Im on it. Oh, no, I didnt say you could leave. War Machine, comin at you, right-- Okay, what."
Steve Rogers,"We gotta move out. Even I can tell the air is getting thin. You guys get to the boats, Ill sweep for stragglers, be right behind you."
Clint Barton,What about the core.
Wanda Maximoff,Ill protect it. Its my job. Get the people on the boats.
Pietro Maximoff,Im not going to leave you here.
Wanda Maximoff,"I can handle this. Come back for me when everyone else is off, not before."
Pietro Maximoff,Hmm.
Wanda Maximoff,You understand.
Pietro Maximoff,"You know, Im twelve minutes older than you."
Wanda Maximoff,Go.
FRIDAY,"Boss, power levels are way below opt."
Tony Stark,Re-route everything. We get one shot at this.
Clint Barton,"I know what I need to do. The dining room. If I knock out that east wall, itll make a nice work space for Laura, huh. Put up some baffling, she cant hear the kids running around, what do you think."
Natasha Romanoff,You guys always eat in the kitchen anyway.
Clint Barton,No one eats in a dining room. We dont have a lot of time.
Natasha Romanoff,"So get your ass on a boat. Hey, big guy. Suns getting real low."
Zrinka,Costel. We were in the market. Costel.
Tony Stark,"Thor, Im gonna need you back in the church."
Thor,Is this the last of them.
Steve Rogers,Yeah. Everyone else is on the carrier.
Tony Stark,"You know, if this works, we maybe dont walk away."
Thor,Maybe not.
Ultron,"I got no strings, so I have fun. Im not tied up to anyone."
Pietro Maximoff,You didnt see that coming.
Ultron,"Oh, for Gods sake."
Clint Barton,"No, no. Im fine. Oh, its been a long day."
Ultron,"Wanda. If you stay here, youll die."
Wanda Maximoff,I just did. Do you know how it felt. It felt like that.
Tony Stark,"Thor, on my mark. Now."
Natasha Romanoff,"Hey, big guy. We did it, the jobs finished. Now I need you to turn this bird around, okay. We cant track you in stealth mode, so help me out. I need you t--"
Vision,Youre afraid.
Ultron,Of you.
Vision,Of death. Youre the last one.
Ultron,"You were supposed to be the last. Stark asked for a savior, and settled for a slave."
Vision,I suppose were both disappointments.
Ultron,I suppose we are.
Vision,"Humans are odd. They think order and chaos are somehow opposites, and try to control what wont be. But there is grace in their failings. I think you missed that."
Ultron,Theyre doomed.
Vision,Yes. But a thing isnt beautiful because it lasts. Its a privilege to be among them.
Ultron,Youre unbearably naive.
Vision,"Well, I was born yesterday."
Laura Barton,Say hi to Auntie Nat.
Natasha Romanoff,Fat.
Nick Fury,"One of our tech boys flagged this, splashed down in the Banda Sea. Could be the Quinjet. But with Starks stealth tech, we still cant track the damn thing."
Natasha Romanoff,Right.
Nick Fury,Probably jumped out and swam to Fiji. Hell send a postcard.
Natasha Romanoff,"Wish you were here. You sent me to recruit him, way back when. Did you know then what was going to happen."
Nick Fury,You never know. You hope for the best and make do with what you get. I got a great team.
Natasha Romanoff,Nothing lasts forever.
Nick Fury,"Trouble, Miss Romanoff. No matter who wins or loses, trouble still comes around."
Steve Rogers,The rules have changed.
Tony Stark,Were dealing with something new.
Steve Rogers,"Well, the Visions artificial intelligence."
Tony Stark,A machine.
Steve Rogers,So it doesnt count.
Tony Stark,No. Its not like a person lifting the hammer.
Steve Rogers,Right. Different rules for us.
Tony Stark,"Nice guy, but artificial."
Steve Rogers,Thank you.
Thor,"If he can wield the hammer, he can keep the Mind Stone. Its safe with the Vision and these days, safe is in short supply."
Steve Rogers,But if you put the hammer in an elevator.
Tony Stark,It would still go up.
Steve Rogers,Elevators not worthy.
Thor,Im going to miss these little talks of ours.
Tony Stark,"Well, not if you dont leave."
Thor,I have no choice. The Mind Stone is the fourth of the Infinity Stones to show up in the last few years. Thats not a coincidence. Someone has been playing an intricate game and has made pawns of us. But once all these pieces are in position.
Tony Stark,Triple Yahtzee.
Steve Rogers,You think you can find out whats coming.
Thor,"I do. Besides this one, theres nothing that cant be explained."
Tony Stark,That man has no regard for lawn maintenance. Im gonna miss him though. And youre gonna miss me. Theres gonna be a lot of manful tears.
Steve Rogers,"I will miss you, Tony."
Tony Stark,"Yeah. Well, its time for me to tap out. Maybe I should take a page out of Bartons book and build Pepper a farm, hope nobody blows it up."
Steve Rogers,The simple life.
