Speaker,Line
Sonny Burch,"Well, I sense a resistance in you, Luis. And I have promised results to some dangerous people. So, Im gonna introduce you to my good friend, Uzman. Now. Uzman is a master at extracting information from the unwilling. through psychoactive means."
Luis,"Oh, is that truth serum."
Uzman,Theres no such thing as truth serum. Thats just nonsense from TV.
Dave,"Well, what is it then."
Sonny Burch,Its a little concoction that hes been perfecting since his days with the S.I.S. It makes you suggestible and highly responsive.
Luis,"Well, dude, thats truth serum."
Uzman,"No, its not."
Kurt,"No offensing, but they sound like truth serum to me."
Luis,Right.
Gang Member,Its not a truth serum.
Luis,"Okay. Hey, I believe you."
Gang Member,Its not a truth serum.
Kurt,"I mean, if it walk like duck and talk like ducks."
Dave,The truth serum.
Luis,"Well, I have a lot of allergies. so you might wanna think about that."
Bill Foster,Weve got to get that lab back.
Ghost,What.
Bill Foster,The chamber and the suit are barely helping anymore.
Ghost,How long have I got.
Bill Foster,"A couple of weeks, maybe."
Ghost,"Well, then well make them bring the lab back."
Bill Foster,How.
Ghost,"Lang. He has a daughter, right."
Bill Foster,You cant mean that. Ava. I tolerate a lot of the things you do out there. but I wont be a part of anything like that.
Ghost,"Youre not the one whos about to fade away into nothing, Bill. I am. You said you could fix me. You promised."
Bill Foster,I know. I will. But not like that. You lay one finger on that little girl. I wont help you. And were done.
Ghost,Fine. There are other options.
Luis,You know what. Youre right. This isnt truth serum. Because I dont feel anything. That was a lie. I do feel something. This is truth serum.
Uzman,Theres no such thing.
Sonny Burch,"Okay. Okay, okay. Now, Im gonna make this real easy for you, Luis."
Luis,Okay.
Sonny Burch,Where is Scott Lang.
Luis,"Well, see, thats complicated. Because when I first met Scotty, he was in a bad place. And Im not talkin about cell block D. His wife had just filed for divorce, and I was, like. Damn, homie. She dumped you when youre on lockup. And he was, like, Yeah, I know. I thought I was gonna be with her forever. but now Im all alone. And I was, like, Damn, homie. You know what. You gotta chin up, because youll find a new partner. But you know what. Im Luis. And he says, You know what. Im Scotty, and were gonna be best friends."
Sonny Burch,"Okay, hold on, hold on. I like a good story as much as the next person. but what in the hell does this have to do with where Scott Lang is."
Luis,Im getting there. Im getting there.
Dave,"You put a dime in him, you gotta let the whole song play out."
Kurt,He like human jukebox.
Luis,"Oh, my abuelita had a jukebox in the restaurant. Yeah, only played Morrissey. And if anybody ever complained, shed be like. You know, Chicanos, we call him Moz. Then, ¡adios. What can I say. We relate to his melancholy ballads, you know."
Sonny Burch,Lang.
Luis,"Right, right, right. So, anyway, Scotty gets out of jail, and he starts working for Hank. Thats when he met Hope. And Hopes all, like. I want nothing to do with you. Look at my hairdo, Im all business. And then Scottys, like, You know what, girl. My heart is all broken. And Ill probably never find love again, but damn if I want to kiss you. But then you fast forward and theyre all into each other, right. And then Scottys, like, You know what. I cant tell you this. but Im gonna go trash an airport with Captain America. And then she said, I cant believe you split like that. Smell you later, dummy. So, Scotty goes on house arrest. And he wont admit it, but his heart is all, like. Damn. I thought Hope coulda been my new true partner, but I blew it. But fate brought em back together. And then Hopes heart is all. Im worried that I cant trust him. and hes gonna screw up again, and ruin everything. And then my heart is all, like. That fancy raspberry filling represents the companys red and were days away from going out of business. Oh."
Kurt,Out of business.
Dave,Days away.
Luis,"Damn truth serum. I was trying to protect you guys. I swear to God. I was trying to be a good boss, but were broke. And the Karapetyans our last hope. And if we dont show up, were done."
Kurt,Thats terrible bossing.
Dave,"Damn, bro."
Luis,Thats on me. Thats on me.
Sonny Burch,Hey. Enough. Im gonna ask you one more time. Where is Scott Lang.
Luis,"Ive been trying to tell you, hes in a tricky spot, emotionally speaking."
Sonny Burch,"Emotionally speaking. Well, where is Scott Lang, literally speaking."
Luis,Oh. The woods.
Ghost,The woods.
Kurt,Baba Yaga.
Ghost,"What do you mean, the woods."
Luis,"The Muir Woods, the second fire road off the Panoramic Highway."
Ghost,For Gods sake.
Kurt,"♪ Baba Yaga, come at night ♪ Little children, sleepy tight"
Sonny Burch,♪ Damn it. If that freak gets Pyms tech. Im never gonna see it.
Uzman,"So, what do we do now."
Sonny Burch,"Its easier to steal it from the Feds than from the boogeyman. Hey, its me. Howd you like to get a promotion. I got the location on Pym, Van Dyne and Lang. But you gonna have to take em down now, because they aint gonna be there for long. And when you do, you gonna get me that lab."
Cop 1,Understood.
Sonny Burch,"Good news, gentlemen. Feds are gonna do the hard work for us. What are you lookin at. Change my tires."
Uzman,Right.
Cop 1,Sir.
Woo,Can you knock.
Cop 1,"Sorry, sir. Uh, but I just got a lead."
Woo,"Ooh, I love leads."
Hope,Systems in the green.
Hank,Priming the coils.
Hope,Full charge. As soon as the tunnels open. let us know if you get anything that could be a part of her message.
Scott,"Yeah, yeah. I will."
Hank,"Okay, then. Here it goes."
Hope,We did it.
Hank,You got anything.
Scott,Nothin.
Hank,"Well, just give it a minute, because it could."
Hope,"No. No, no, no, no. Whats happening. Its shutting down. Maybe our vectors are off."
Hank,"Weve gone over them a million times, I know theyre right."
Hope,Then what else could it be.
Hank,I dont know.
Hope,"Scott, what are you doing."
Hank,"Scott, get away from that."
Hope,"Scott, you cant."
Janet,"Im sorry, I dont know how much time I have. I need to fix the algorithm. Trust me, after 30 years down here. Ive thought about it a lot."
Hank,Janet.
Janet,"Hi, honey. Jellybean."
Hope,Mom.
Janet,Its not the reunion Id imagined. Its all so rushed. You two have done such great work. You just need a little. nudge.
Hank,"Janet, how is this possible."
Hope,It wasnt a message you put in Scotts head. It was an antenna.
Janet,Clever girl. Im so proud of you.
Hank,"Honey, tell us where you are. Tell us how to find you."
Janet,"No, the probability fields are too complex. Thats why I needed to talk to you. You have to follow my voice."
Hank,Of course.
Hope,Like tracing a call back to its source.
Hank,Im tracking your signal using subatomic frequencies. between point two and point nine.
Janet,Id narrow it to four and six.
Hank,Thats too tight. We could miss you.
Janet,Look at us squabbling again.
Hank,"Fine. All right, between three and seven."
Janet,"Our first fight in decades, and its over just like that. Bullseye."
Hope,Source lock.
Hank,Its you.
Hope,We got it.
Janet,"You have to meet me at these exact coordinates. In the wasteland, beyond the quantum void. Its very dangerous, especially on the human mind, so be careful. Time and space work very differently down here. You have two hours. After that, the probability fields will shift. and itll be another century before they align like this again."
Hope,Well find you.
Janet,"I know you will, Jellybean."
Scott,"Nope. Nothing. I got nothing. No sign of Janet. Perfect. How did we get up here. All right, first youre gonna see all kinds of lights. and its gonna get really trippy. but then its gonna turn black and silent. Really silent."
Hope,"Scott, Ill be fine."
Scott,Im just saying because Ive been down there.
Hope,"Yeah, so youve mentioned."
Scott,"Um, sorry. I have to take this. Hey, man, you coming."
Luis,"No, Im not, but you know what. Ghost is. And you know what. The Feds, they know where you are."
Scott,What.
Luis,"Im sorry, Im sorry. Uh, they gave me some truth serum. And then all of a sudden I started talkin all honestly. Like, I hate the way that you load the dishwasher. I hate it, I hate it."
Scott,Uh.
Luis,But you need to go home. because the Feds are probably going there now. And by the way. who puts the plates on the top rack. They dont go there.
Scott,I feel like such a jerk. Youre gonna be really mad. We gotta go now.
Hope,What.
Scott,Ghost knows where we are. So does the FBI.
Hope,How.
Scott,I told Luis where we are.
Hope,You what.
Scott,I told him to come here so I could help him with the Karapetyan proposal.
Hope,"Oh, my God."
Scott,"Look, we need to land that account. Otherwise, we lose the business. Do you know hard it is for ex-cons to find work these days."
Hank,"Jesus, Scott."
Hope,90 seconds to close the aperture.
Hank,You have to depolarize the coils first.
Hope,I know.
Scott,"Im really sorry. but the, um, FBI is coming to my place so. I have to go. Can I borrow the suit."
Machine voice,Gyroscopic stabilizers. Powering on.
Scott,Im just gonna borrow the suit. Ill come back. Just tell me where youll be.
Hope,Dont bother.
Scott,What.
Hope,"Well come and get the suit from you, as soon as weve found my mom."
Scott,Hope.
Hope,"Scott, just go."
Maggie,Scott.
Cassandra,Daddy.
Paxton,"Its us, buddy."
Maggie,Were here for Cassies shoes.
Paxton,He must be resting.
Maggie,"Honey, why dont you go upstairs and look under your bed."
Cassandra,"Daddy, you upstairs. Daddy."
Paxton,What the.
Maggie,He really lives like a pig these days.
Cassandra,Daddy.
Woo,Spread out. Again.
Maggie,You people have no shame.
Agent 2,The monitor says that hes in the bathroom.
Woo,"Yeah, Im not buying it."
Maggie,"Cassie, let the man get by."
Cassandra,But Daddys super sick.
Woo,Ill see about that.
Cassandra,He says he doesnt want anyone else to get sick.
Woo,"Ill take my chances, sweetie."
Cassandra,"He barfed. Like, a lot."
Woo,"Young lady, Im a federal agent. Ive seen worse things than vomit. Like, a lot a lot."
Cassandra,Yes.
Woo,"Forget it, move aside."
Cassandra,No.
Scott,Woo. What are you doing here.
Woo,Scott.
Scott,"Im sorry, Im just really sick."
Cassandra,I told you.
Scott,Excuse me. Sometimes you gotta just get it out. You know. Sorry.
Hank,Ill start the van. You get the lab.
Cop 2,Freeze. Youre surrounded.
Cop 1,Hank Pym. Hope Van Dyne. youre under arrest.
Maggie,This is harassment.
Paxton,"Actually, its not."
Maggie,What does the FBI even stand for. Forever Bothering Individuals.
Woo,His monitor check out.
Scott,Of course it does.
Woo,Damn it. Looks like I just got fed a bowl of malarkey.
Agent 2,We got em sir. Pym and Van Dyne are in custody.
Woo,"Seriously. Yes. Oh, Im sorry, Scott. Theyre your friends. Thats insensitive. I just really needed a win, you know. Anyway, Ill be back later for the official end of your sentence. Sorry for misjudging you, pal. You should feel great about yourself."
Cop 3,What is it.
Cop 4,We have a man down. And Pyms lab is gone.
Scott,Hey. Thanks for covering for me.
Cassandra,Sure. So. how long have you been Ant-Man again.
Scott,Not long. It just sort of happened. Im sorry for lying to you. and Im sorry for risking everything.
Cassandra,"Daddy, its okay."
Scott,Its not. I do some dumb things. and the people that I love the most pay the price. Mainly you.
Cassandra,Trying to help people isnt dumb.
Scott,I screw it up just about every time.
Cassandra,"So, maybe you just need someone watching your back. like a partner."
Scott,"Well, shes made it clear thats about the last thing she wants."
Cassandra,Who.
Scott,"Hope. Wait, who did you think."
Cassandra,Me.
Scott,You.
Cassandra,Dont laugh. Id be a great partner.
Scott,"Aw, peanut. Aw. You would be awesome. And if I let you. I would be a terrible dad."
Cassandra,Fine. Then have Hope be your partner. Shes smart.
Scott,She reminds me of you.
Cassandra,You gonna go help her. I think you should help her.
Scott,I wish I could. but I dont know how I could help her without hurting you.
Cassandra,You can do it. You can do anything. You are the worlds greatest grandma.
Agent 3,Agent Woo will see you in an hour.
Hank,An hour. We dont have an hour.
Agent 3,"Oh, you got somewhere else to be."
Hank,"Oh, now, thats my girl. All right, whats our plan."
Hope,To shrink that wall.
Hank,It looks load-bearing. The ceiling could collapse.
Hope,Then we run like hell.
Hank,"Now, I estimate 15-20 agents on the floor."
Hope,Roughly five times that in the building at large.
Hank,Theyre all heavily armed.
Hope,Not great odds.
Hank,You got any better ideas.
Hope,Nope. And Im not giving up on Mom.
Hank,Shed be so proud of you.
Hope,Okay. One. two. Scott.
Scott,Whatre you two just standing around for. We gotta go find that lab.
Hank,What about me. Perfect.
Scott,Hurry up and get dressed. We dont have much time.
Hope,"Okay, now what."
Hank,Youre asking me.
Scott,Get in. Hi.
Hope,Hi.
Hank,"Uh, excuse me. Are we planning on leaving soon. or are you two gonna keep staring at each other. until they start sh**ting at us."
Scott,Yeah.
Uzman,"Hey, Burch."
Sonny Burch,Yeah.
Uzman,"Yeah, theyre out."
Sonny Burch,Im on my way.
Agent 2,"Her suit is missing, and so is the van."
Woo,"How could this happen. I mean, what the dickens."
Hank,Thank you.
Scott,"Youre welcome. So, uh, how do we find the lab."
Hank,After we lost it the first time. I put on a new tracker. of sorts.
Scott,Thatll work.
Ghost,Is it ready or not.
Bill Foster,"We can begin the extraction process. Listen, Ava. This whole thing could be very dangerous. Maybe we should."
Ghost,"Maybe we should what. Wait. Ive got days until Im dead. Were doing this, Bill. Now."
Hank,Energy readings show they have not used the tunnel yet.
Hope,"We dont have much time before Moms location shifts, and we lose her."
Scott,"Yeah, and we have a lot to do before then. You know, my pep-pep always said, If you want to do something right, you make a list. So, we should do that. One, we have to break into that lab. Two, we have to kick out Foster and Ghost. Three, were gonna have to fight Ghost. That seems like it should be part of two. 2-A, all right. Lets call it 2-A. Fight Ghost. 2-A. Oh, also, we have to make sure that the lab is fully grown for you to come back. Otherwise, were screwed."
Hank,Scott.
Scott,You want me to start again. Ill start again.
Hank,"Im going to dive. The only chance we got is if the two of you are out here. together, protecting the tunnel. Let me do this, Hope. Please. Let me get her."
Scott,I think hes right.
Luis,"Whassup. You dont remember, uh, that beloved commercial. Whassup."
Scott,I had him follow us. I thought we could use some help. All right. Im in position. The ants are headed in.
Hope,Copy that.
Luis,"Keep your eyes peeled, Scotty. Do you want Pez."
Hope,No.
Luis,"Cassie gave me this for my birthday. By the way, I love that suit."
Hope,"Thanks, man."
Luis,"I wish I had a suit. I would even like a suit with minimal powers, you know. Or maybe even just a suit, with no powers."
Ghost,What is it.
Bill Foster,Dont know. Its them.
Ghost,They cant be far.
Bill Foster,"All right, Hank. Hank."
Hope,"Dad, whats your status."
Hank,Fosters taken care of. Suiting up now.
Bill Foster,I just wanted to save Ava. Shes facing death or something far more terrible. Shes afraid.
Hank,"Ill help you find a cure when I get back. I promise. Together, well figure something out."
Bill Foster,"Good luck, Hank."
Hank,"Thanks, Bill. Now, Im gonna need you to step back."
Machine voice,"Time remaining, 15 minutes."
Hope,"Hanks in, Scott. Any sign of her."
Scott,"No, nothing yet. Ava."
Ghost,"Call off the ants, Scott."
Scott,"Oh, boy. Can I get a status report. Cause I got some serious Ghost problems here."
Hank,Ready to dive. In case I dont make it.
Hope,"Dont. Dont say that. I cant lose you, too."
Hank,"I love you, Hope."
Scott,"Guys, everythings bad over here."
Hope,Now.
Scott,Misdirection. One of the first things they teach you at Online Close-up Magic University.
Ghost,No.
Luis,"Plan worked. We got it, Scotty."
Hope,Meet us at the rendezvous point.
Scott,"Okay, on my way."
Hope,"Oh, no. Really. This guy again."
Scott,Who.
Sonny Burch,I told you our business wasnt over.
Hope,Change of plans. Hang on.
Sonny Burch,"I want that lab, boys, whatever it takes. Hold on."
Luis,That undercarriage is filthy.
Hope,"Oh, they got bigger problems."
Scott,"Hope, whatre you doing. Youre heading away from the rendezvous point."
Hope,"Dont worry, Im taking these guys on the scenic route."
Scott,"Wait, whatre you."
Luis,"Oh. Oh, my God. Oh, my God. Were gonna die. Were gonna die."
Machine voice,Signal lost.
Hank,What the hell are they doing up there.
Machine voice,Recalibrating. Recalibrating.
Hank,"You never said it was so beautiful, Scott."
Machine voice,Recalibrating.
Hank,"Okay, any time now."
Machine voice,Recalibrating. Recalibrating.
Hank,Come on.
Machine voice,Signal restored.
Sonny Burch,"Bikes, its all you."
Hope,Take the wheel.
Scott,What. Wait. Whoa.
Stan Lee,"Well, the 60s were fun, but now Im paying for it."
Hope,Be careful up there.
Scott,"Hey, give me a break. I havent driven in two years."
Luis,"Oh, you got pezed."
Scott,"Up here. Oh, thats not good. Hope. No. No."
Sonny Burch,"There it is, right there. Get the lab. Get the lab."
Hope,Ive got her. Westbound on Fremont.
Scott,Hope. Wait.
Luis,"Hey, what about me."
Scott,"We got you now, Ava. Whoa. Oh. Not again. Piece of junk."
Sonny Burch,"Ah. Yes. Go, go, go, go, go."
Hope,Burch got the lab. Im going after him.
Scott,"No, no, no, no, no, no. Work in progress, my ass."
Hope,"Scott, where are you. Ive got Burch in my sights. Hurry."
Scott,"Im coming, Im coming, Im coming."
Hope,Were running out of time.
Machine voice,"Warning, approaching quantum void."
Hank,"Im coming to you, honey."
Luis,Guys. Dont you need the remote to the lab. I just found it.
Hope,We cant grow the lab without it. Get it to us fast.
Luis,"Yeah, but the van is busted."
Scott,Use the Hot Wheels Rally case.
Luis,"What. I love you, Dr Pym."
Sonny Burch,The remote. Were missing the remote. You gotta check the van.
Gang Member 4,Huh.
Luis,"Awesome. Hey, Im going down Pacific. Burchs boys are all over me."
Hope,Im on my way.
Scott,Right. Ill get the lab.
Hope,Hi.
Luis,"Oh, thats badass. Nice."
Scott,"Doink. Come here, you little weasel. No, you dont. I guess maybe you do. Come on. Anyone see a Southern gentleman carrying a building. Howd he even have time to buy a ticket. Would you just one time, please work. Yes. All right, I need help. Yes. Oh. Sorry. Ah. Somebody. Hey. Come on, man. Not cool. Murderers. Yes, yes, yes, yes. Im gonna call you Ant-onio Banderas. Youre a badass. Yes. No, no, no. Ant-onio."
Announcer,"Our friends, the humpbacks, dip in here to the San Francisco Bay. for a little leisure and a little breeding."
Sonny Burch,"Listen, Uzman."
Announcer,"And perhaps theyre down below as we speak, doing the nasty."
Sonny Burch,Just meet me at the waterfront. In three hours.
Announcer,"Oh, folks. Weve barely left the dock. but it looks like we got some company. Look. Right there. Do you see it, folks. There it is. Theres a breach. What the."
Scott,"Hi. Sorry. Hi. Its okay. Its okay. Sorry, I know Im not a whale. This will just take a second. Hey. That doesnt belong to you. No, no. No, no. Youre embarrassing yourself now Come on. Let go. Thank you. Ill take this now."
Scott,It melts your mind.
Hope,A message in your head.
Scott,I had a dream.
Hope,Daddy. Wheres Mommy. Its where I hid every time that we played.
Janet,"I love you, Hank."
Hope,Daddy. Daddy. Dad. Whats going on. Why havent you found Mom.
Scott,"You look lost, Hank. Are you all right."
Bill Foster,"Still think you have all the answers, Hank."
Janet,Its me.
Hank,Im so sorry. it took so long.
Janet,No. No. Youre here now. Lets go home.
Hank,I thought I was gone. But that energy from your hands. how did you do that.
Janet,"Im not the same woman I was 30 years ago, Henry. This place. it changes you. Adaptation is part of it, but some of it is. evolution."
Machine voice,Lab coordinates not found. Do not ascend.
Hank,I should probably tell you what were dealing with up there.
Scott,I got the lab. I got the lab. Move. Move. Move. Get out of the way.
Woo,Lets go.
News Reporter 1,No one here appears to be sure what this is. Its gotta be 80-85 feet tall.
Scott,Get out of the way. I got the lab. The air feels chunky.
Hope,"Oh, no. Hes too big."
Luis,Scotty.
Hope,Scott.
Scott,Im gonna go to sleep. Im just gonna go to sleep now for five minutes. I just need five minutes. Five minutes.
Luis,You get the lab somewhere safe. Scotts air wont last.
Luis,"Okay. Move. Move. Move. No, wait."
Machine voice,Lab at full scale.
Hank,They did it.
Machine voice,Ready to ascend.
Janet,Lets go see our daughter.
Hope,"Scott. Scott. Scott, come on, wake up. Come on. Come on, where are you, Scott. Gotcha. Scott."
Scott,Hey. Hey.
Luis,"Hey, Scotty. Hope, come in. Did you get crushed by the building."
Sonny Burch,"Wheres the remote, Luis."
Luis,Its probably in there. I dont have it. I dont have it.
Sonny Burch,"I guess this is where we say. Adios, amigo."
Luis,"No, no, no, no. Thanks, guys."
Bill Foster,"Ava. Ava. Ava. Almost ready for extraction. Please, stop. People are getting hurt."
Ghost,Everything hurts. Dont talk to me about pain.
Bill Foster,What if Hank is right. What if this process kills Janet.
Ghost,"What, youre worried about her."
Bill Foster,All Im saying is that she is a brilliant scientist. She may be able to help.
Ghost,"Oh, she will help. Right now. And if she dies, she dies."
Bill Foster,"No, no. Im sorry, we cant do this. We have to find another way."
Ghost,This is the way.
Hank,Janet.
Hope,She started the extraction. Shes gonna tear Mom apart.
Ghost,No.
Scott,Hope. Are you okay.
Hope,"Mom. Oh, my God. We found you. I missed you so much."
Janet,"I missed you too, Jellybean. Its okay. Im here now. We have time."
Hope,"No more last-minute business trips, okay."
Janet,I promise.
Hank,"No, its okay. Its all right. Just dont worry about me. Ill be fine."
Hope,Dad.
Janet,Scott.
Scott,"Miss Van Dyne. Its nice to. Well, I guess weve already met."
Janet,Yeah. I guess we have. Wait. Your pain. I can feel it.
Ghost,It hurts. It always hurts.
Janet,Im sorry. I think I can help you.
Scott,Did you know she could do that.
Janet,Its okay.
Luis,"Guys, the cops are coming. Whoa. The cops are coming. Like, all of em."
Scott,I gotta go.
Hank,We gotta go.
Hope,What about them.
Cop 5,Hands in the air.
Kurt,"No. We are going to our jobs. No. You see, we see these guys. They trying to sh**t people."
Dave,So we apprehended them. For you. Youre welcome.
Uzman,We traffic in stolen technology.
Gang Member 1,"And we have k*lled many, many people."
Uzman,"Uh, hes in charge."
Sonny Burch,"Thats true, I am. Ive also committed numerous health code violations in my restaurant. Some of them would shock you."
Uzman,It is truth serum.
Hope,We gotta get outta here. Fast.
Scott,I have an idea.
Cop 6,"Giant figure, now spotted at the intersection of Broadway and Laguna. All units move in."
Woo,"Go, go. There he is. Its over, Scotty. Im sorry, but we got you, man. Come on. Its the end of the line, pal. Theres nowhere to hide. Just pull off that Band-Aid. You lost. Its okay. Damn it, Scotty, reduce yourself. Magic. Damn it. Get to Langs, now."
Janet,"Well done, honey."
Hank,Lets go.
Ghost,Leave me here.
Bill Foster,We can make it.
Ghost,You said it yourself. Ive hurt people. But you havent. Go. Please.
Bill Foster,"We can make it, Ava."
Ghost,Bill.
Bill Foster,Im not leaving you.
Scott,"Oh, hey, guys. Are my two years up already. Whats it like out there. Huh. I mean, do people still dance. Are food trucks still a thing."
Woo,"Well, you got away with it this time, Scott. but, uh, Ill be seeing you again."
Scott,Where.
Woo,Huh.
Scott,Where will you be seeing me again.
Woo,"Like, in general. The next time you do something bad, Ill be there to catch you."
Scott,Oh. Youll be watching. I thought you were inviting me somewhere.
Woo,Why would I do that.
Scott,"Thats what I was wondering, why would you do that."
Woo,"Like a party, or like, dinner or something."
Scott,I dont know. I thought you planned the evening.
Woo,"I meant, Ill arrest you, Ill arrest you later, again."
Scott,"Of course, that would be strange. Take it easy, Jimmy."
Woo,"Okay. Did you want to grab dinner, or something. I mean, because Im free. Yeah. Come on."
Scott,You ready.
Cassandra,Yeah.
Maggie,Hi.
Scott,Hi.
Paxton,Hi.
Dave,"Oh. Yes, that was us. How can I help you."
Luis,"X-Con Security. Mr Karapetyan. Yeah, you saw that. It would be an honor to be in business with you as well. Ill see you Thursday, 9 AM. Okay."
Dave,Yeah. Thats how you close a deal.
Cassandra,This is awesome.
Hope,"So, Cassie. what do you want to be when you grow up."
Cassandra,I wanna help people. like my dad.
Hope,Really.
Cassandra,I wanted to be his partner. But he said he wants you.
Hope,Is that so.
Cassandra,Daddy.
Scott,"Whoa. Hold on. Move, get outta here."
Hope,"Scott, dont, dont, dont."
Scott,"Ow. Oh, gross. Ugh. I hate that moth dust. Go. Shoo. Shoo."
Hank,"I used to be a respected scientist. I had my name on the sides of buildings. Now, I got this."
Janet,"Well, you wanted a smaller quantum tunnel. This is. smaller."
Scott,Oh. Sorry. My bad.
Janet,"Ah, I think it has flair."
Scott,All right. Controls online.
Hope,The collection unit activates when you decouple it. It should automatically start absorbing quantum healing particles.
Janet,"Also, make sure you stay out of the tardigrade fields. Theyre cute, but theyll eat you. And dont get sucked into a time vortex. We wont be able to save you."
Hope,Okay. Going subatomic in five. four. three. two. one.
Hank,"All right, Scott, this is a mic check."
Scott,"Mic check, one, two. One, two. Hows everybody doing tonight in the quantum realm."
Hank,"Scott, we read you. I just wanna make sure."
Scott,Okay. Healing particles secured for our new Ghost friend.
Hope,"Great. Preparing for re-entry in. five, four, three."
Scott,"Hello. Ha, ha. Very funny. Hank, quit screwing around. You told me yourself not to screw around. Hank. Hope. Janet. Guys. Guys. Okay, seriously, dont joke around. Bring me up, lets go. Guys."
