Line,Strat Time,End Time
"Oh, you thinkthat I don't know","00:23:22,600 "," 00:23:23,800"
what you've been buildingwith all this?,"00:23:23,880 "," 00:23:26,236"
Quantum technology.,"00:23:26,400 "," 00:23:28,392"
"Now, you can forget nanotech,forget AI,","00:23:28,920 "," 00:23:31,435"
forget cryptocurrency.,"00:23:31,520 "," 00:23:32,715"
Quantum energy is the future.,"00:23:32,880 "," 00:23:34,439"
It's the next gold rush.,"00:23:34,640 "," 00:23:36,313"
Is that so?,"00:23:36,480 "," 00:23:37,480"
"I want in, Hope.","00:23:37,640 "," 00:23:39,040"
"So, as a gesture of good will,I have taken the liberty...","00:23:39,200 "," 00:23:41,669"
of arranging some buyersfor your lab.,"00:23:41,840 "," 00:23:43,911"
Starting bid...,"00:23:44,560 "," 00:23:45,676"
one billion dollars.,"00:23:46,360 "," 00:23:49,432"
"Thank you, Sonny, really.","00:23:49,600 "," 00:23:51,193"
But my father and Ihave something,"00:23:51,360 "," 00:23:52,616"
slightly more pressingthan starting a business.,"00:23:52,640 "," 00:23:55,030"
So I'll just takethe component as arranged.,"00:23:55,240 "," 00:23:58,358"
My buyers don't take nofor an answer.,"00:23:58,520 "," 00:24:00,716"
"So, we areeither in business together...","00:24:02,160 "," 00:24:03,760"
or we aren'tin business together.,"00:24:04,120 "," 00:24:06,589"
Then I guess we aren't.,"00:24:09,480 "," 00:24:11,437"
You can go.,"00:24:11,600 "," 00:24:13,432"
But I'm afraid your money'sgonna have to remain.,"00:24:13,920 "," 00:24:16,355"
Let's call it compensationfor my injured feelings.,"00:24:16,720 "," 00:24:19,440"
"Listen, Sonny.","00:24:20,080 "," 00:24:21,594"
This is gonna beso much easier on everybody,"00:24:21,760 "," 00:24:24,514"
if you just give methat component.,"00:24:24,600 "," 00:24:26,114"
"Darlin', the only thingyou're takin' from here...","00:24:26,280 "," 00:24:28,240"
"is my heart,but it will mend in time.","00:24:28,360 "," 00:24:31,956"
Okay.,"00:24:33,600 "," 00:24:34,750"
"So, now what?","00:24:43,240 "," 00:24:44,674"
You'll see.,"00:24:44,840 "," 00:24:45,956"
She said her and her daddyhad something pressing.,"00:24:46,880 "," 00:24:48,736"
 Mmmhmm. I want to know what it is,"00:24:48,760 "," 00:24:49,936"
because if they're not workingwith us...,"00:24:49,960 "," 00:24:51,176"
they're working with somebody.So find out.,"00:24:51,200 "," 00:24:52,816"
I want some names...,"00:24:52,840 "," 00:24:53,956"
"Hold on, you gave her wings?","00:24:58,640 "," 00:25:00,393"
Get her.,"00:25:06,800 "," 00:25:07,800"
Not my turnofthecenturychandelier!,"00:25:23,840 "," 00:25:25,559"
Stop firing! Stop!,"00:25:30,040 "," 00:25:31,713"
"All right, take this.Go. Go, go, go!","00:25:36,320 "," 00:25:37,834"
Go!,"00:25:38,280 "," 00:25:39,430"
Wings and blasters.,"00:26:41,960 "," 00:26:43,599"
So I take it you didn't havethat tech available for me.,"00:26:43,760 "," 00:26:45,776"
"No, I did.","00:26:45,800 "," 00:26:46,800"
"It was a pleasure doingbusiness with you, Sonny.","00:26:48,720 "," 00:26:51,076"
"Oh, our businessisn't finished yet, Hope.","00:26:51,240 "," 00:26:53,709"
I can assure you of that!,"00:26:53,960 "," 00:26:55,553"
What in the hell is that?,"00:27:03,000 "," 00:27:04,878"
"Dad,are you seeing this?","00:27:18,760 "," 00:27:20,194"
"Hope, get out of there!","00:27:20,320 "," 00:27:21,320"
 I gotta do something. Wait!,"00:27:29,960 "," 00:27:31,553"
It is stilla work in progress.,"00:27:37,200 "," 00:27:40,193"
You taught methat kick. Remember?,"00:27:58,840 "," 00:28:00,096"
"Yeah, great form.","00:28:00,120 "," 00:28:01,315"
Those were the days.Whatever happened to us?,"00:28:01,520 "," 00:28:03,416"
"Not the time, Scott.","00:28:03,440 "," 00:28:04,640"
"Damn it, where'd it go?","00:28:05,040 "," 00:28:06,076"
I've lost it.,"00:28:09,080 "," 00:28:10,080"
I'm not seeing anythingon the ant cams.,"00:28:10,200 "," 00:28:12,000"
Try looking...,"00:28:12,080 "," 00:28:13,799"
Dad?,"00:28:14,200 "," 00:28:15,200"
Give me that.,"00:28:23,480 "," 00:28:25,278"
Now.,"00:28:25,360 "," 00:28:26,360"
 Are you okay? No!,"00:28:30,600 "," 00:28:32,080"
He got the lab.,"00:28:32,280 "," 00:28:33,280"
No.,"00:28:33,480 "," 00:28:34,197"
Come on!,"00:28:34,440 "," 00:28:35,440"
What was that?,"00:28:37,840 "," 00:28:38,956"
I don't know.,"00:28:39,160 "," 00:28:40,435"
But we need to find somewhereto regroup,"00:28:40,600 "," 00:28:42,432"
and figure outwhere the lab is.,"00:28:42,520 "," 00:28:44,352"
"So, where to now?","00:28:45,080 "," 00:28:46,309"
How about my house? Hmm?,"00:28:46,680 "," 00:28:48,319"
"I'm supposedto be there anyway,","00:28:48,480 "," 00:28:49,616"
and Woo could walk inany second.,"00:28:49,640 "," 00:28:50,816"
Exactly why we're not goingto your house.,"00:28:50,840 "," 00:28:53,071"
What about your house?,"00:28:53,240 "," 00:28:54,435"
Sorry.,"00:28:55,600 "," 00:28:57,319"
"Well, there is one placeI can think of.","00:28:57,480 "," 00:29:00,200"
No.,"00:29:01,120 "," 00:29:02,120"
"No, no, no, no!","00:29:02,560 "," 00:29:04,995"
No!,"00:29:06,720 "," 00:29:07,720"
"Wow, Dr. Pym...","00:29:11,120 "," 00:29:12,315"
"who would've thought that,","00:29:12,520 "," 00:29:13,840"
"once again,in your hour of need...","00:29:13,920 "," 00:29:15,280"
"that you would turn to us,you know?","00:29:15,360 "," 00:29:17,397"
Not me.,"00:29:17,600 "," 00:29:18,600"
Mmm. Help yourself.,"00:29:19,000 "," 00:29:20,878"
"Hey, what's upwith the fancy pastry?","00:29:21,040 "," 00:29:22,296"
We gotta keepthe food budget down.,"00:29:22,320 "," 00:29:23,680"
"Well, what are we supposedto have for breakfast?","00:29:23,800 "," 00:29:25,720"
The oatmeal packets.,"00:29:25,760 "," 00:29:26,796"
Oatmeal packets.,"00:29:26,920 "," 00:29:28,513"
 It's insult. Why is it an insult?,"00:29:28,680 "," 00:29:30,273"
Because it tastes like sand.,"00:29:30,440 "," 00:29:31,560"
You know why?'Cause it's organic.,"00:29:31,600 "," 00:29:33,096"
"It's not organic, it's sand.","00:29:33,120 "," 00:29:34,315"
It's the most important mealof the day.,"00:29:34,400 "," 00:29:35,736"
"You know what,you can get creative with it.","00:29:35,760 "," 00:29:36,557"
Break teeth.,"00:29:36,640 "," 00:29:37,676"
Put a little brown sugar onit. You can put some cinnamon.,"00:29:37,760 "," 00:29:39,136"
Put a little honey.Whatever you want...,"00:29:39,160 "," 00:29:40,336"
"Guys, guys, guys.Come on, man.","00:29:40,360 "," 00:29:43,239"
We got bigger fish to fry.,"00:29:43,400 "," 00:29:45,039"
Is that my desk?,"00:29:45,240 "," 00:29:46,674"
 Yeah. What?,"00:29:46,800 "," 00:29:48,393"
Why do I havesuch a small desk?,"00:29:48,640 "," 00:29:49,994"
Because you weren't therewhen we were choosing desks.,"00:29:50,160 "," 00:29:51,776"
"You snooze, you lose.","00:29:51,800 "," 00:29:52,800"
"Well, I wasunder house arrest.","00:29:53,000 "," 00:29:53,797"
Yeah.,"00:29:53,880 "," 00:29:54,631"
"You know what,this isn't even a desk.","00:29:54,720 "," 00:29:56,016"
This is garbage.,"00:29:56,040 "," 00:29:56,871"
You found this outsideamongst garbage.,"00:29:57,040 "," 00:29:59,680"
I got it at a rummage sale.,"00:29:59,800 "," 00:30:00,995"
"So, you save moneyon my desk?","00:30:01,160 "," 00:30:02,640"
Guys.,"00:30:02,800 "," 00:30:03,800"
"Hope, please,we need to focus, all right?","00:30:03,880 "," 00:30:05,917"
We gotta findthat lab already. Jeez.,"00:30:06,040 "," 00:30:08,271"
"Oh, you know what?I heard stories,","00:30:09,440 "," 00:30:10,800"
like what happened to you.,"00:30:10,880 "," 00:30:11,920"
"This crazy, creepy cat, whowalks through walls and stuff.","00:30:12,000 "," 00:30:14,176"
Like a ghost.,"00:30:14,200 "," 00:30:15,873"
Like Baba Yaga.,"00:30:16,080 "," 00:30:17,560"
"Baba Yaga, the witch.","00:30:20,640 "," 00:30:23,200"
They tell stories to childrento frighten them.,"00:30:23,320 "," 00:30:26,074"
You know Baba Yaga?,"00:30:27,320 "," 00:30:28,674"
Whoever stole it...,"00:30:29,720 "," 00:30:31,074"
we need to find it.,"00:30:31,280 "," 00:30:32,680"
"Oh, you don't find someonelike that. They find you.","00:30:32,840 "," 00:30:36,277"
Like Baba Yaga.,"00:30:36,600 "," 00:30:38,193"
"Dr. Pym, you're the smartestgenius I know.","00:30:38,720 "," 00:30:41,076"
Didn't you put some kind ofLoJack on your lab?,"00:30:41,200 "," 00:30:43,590"
"Because if you didn't,","00:30:43,800 "," 00:30:44,870"
we have a varietyof affordable options.,"00:30:44,960 "," 00:30:46,917"
"Of course I did, Luis.It was disabled.","00:30:47,080 "," 00:30:50,471"
Whoever stole the lab knewexactly what they were doing.,"00:30:50,600 "," 00:30:53,115"
They also looked likethey were phasing.,"00:30:53,320 "," 00:30:55,232"
Phasing?,"00:30:55,440 "," 00:30:56,440"
Quantum phasing.When an object moves,"00:30:56,600 "," 00:30:58,159"
through different statesof matter.,"00:30:58,240 "," 00:30:59,600"
"Oh, yeah,that's what I was thinking.","00:30:59,800 "," 00:31:01,473"
The lab emits radiation.,"00:31:01,600 "," 00:31:02,670"
Can we modify a quantumspectrometer and track it?,"00:31:02,880 "," 00:31:05,440"
"That could work, yes, but allmy equipment is in the lab.","00:31:05,600 "," 00:31:08,195"
Where else can we findthat equipment?,"00:31:08,360 "," 00:31:10,317"
"Well, there is one person.","00:31:12,320 "," 00:31:14,073"
Bill Foster.,"00:31:15,240 "," 00:31:16,435"
Great!,"00:31:16,640 "," 00:31:17,640"
Who's Bill Foster?,"00:31:17,840 "," 00:31:19,194"
"He's an old colleague ofmy dad's, from S.H.I.E.L.D.","00:31:19,360 "," 00:31:21,477"
They had a falling outyears ago.,"00:31:21,640 "," 00:31:23,359"
You seem to have a lot offalling outs with people.,"00:31:23,520 "," 00:31:25,376"
It's probablyjust a waste of time.,"00:31:25,400 "," 00:31:27,392"
"Hey, I'm risking everythingby being here.","00:31:27,520 "," 00:31:29,512"
Don't you thinkwe should check?,"00:31:29,640 "," 00:31:30,880"
We need to find outwho took the lab.,"00:31:31,080 "," 00:31:33,356"
"Guys,it's not a good idea","00:32:25,960 "," 00:32:27,360"
to be out in the openlike this.,"00:32:27,440 "," 00:32:28,874"
"Relax,no one's gonna recognize us.","00:32:29,040 "," 00:32:31,874"
"What, because of hatsand sunglasses?","00:32:32,200 "," 00:32:34,396"
"That's not a disguise, Hank.","00:32:34,560 "," 00:32:36,040"
We look like ourselvesat a baseball game.,"00:32:36,120 "," 00:32:38,316"
In an isolated system...,"00:32:38,480 "," 00:32:40,358"
particles coexist ina stable phase relationship.,"00:32:40,560 "," 00:32:45,077"
"If the systemis interfered with,","00:32:45,280 "," 00:32:47,431"
that stability becomes chaos.,"00:32:47,520 "," 00:32:50,718"
Unpredictable.,"00:32:50,840 "," 00:32:52,672"
Dangerous.Beautiful.,"00:32:52,840 "," 00:32:55,230"
"Isolated completely,a quantum system","00:32:55,840 "," 00:32:57,752"
would revert back toseparate states of matter...,"00:32:57,840 "," 00:33:00,196"
each entangled with a distinctstate of its environment.,"00:33:00,360 "," 00:33:03,990"
"In other words,the object in question","00:33:04,120 "," 00:33:06,680"
would be bothin and out of phase...,"00:33:06,760 "," 00:33:08,433"
with multipleparallel realities.,"00:33:08,600 "," 00:33:11,832"
Speaking of being out of phasewith reality.,"00:33:16,640 "," 00:33:20,350"
I am noticingan unusually high number,"00:33:20,480 "," 00:33:23,279"
of glazed eyes out thereamong you.,"00:33:23,360 "," 00:33:25,670"
"So, why don't we call ita few minutes early?","00:33:26,880 "," 00:33:29,714"
That'll be enough for today.,"00:33:29,880 "," 00:33:31,030"
"Thank you, ladiesand gentlemen, you may go.","00:33:31,120 "," 00:33:32,873"
It's incredible.You're linked to Janet.,"00:33:34,880 "," 00:33:37,634"
It's quantum entanglementbetween the quantum states of,"00:33:38,400 "," 00:33:40,756"
Posner moleculesin your brains.,"00:33:40,840 "," 00:33:42,638"
"Yeah, that's whatI was thinking.","00:33:42,840 "," 00:33:44,240"
Do you guysjust put the word quantum,"00:33:45,560 "," 00:33:46,391"
in front of everything?,"00:33:46,480 "," 00:33:47,480"
"Doctor, we need tofind our lab.","00:33:47,520 "," 00:33:49,239"
"Hope, I'd love to help you...","00:33:49,400 "," 00:33:50,754"
but I don't have anything,"00:33:51,000 "," 00:33:51,558"
like the equipmentyou're describing.,"00:33:51,640 "," 00:33:52,391"
"I told you this is a wasteof time. Come on, let's go.","00:33:52,560 "," 00:33:54,680"
"Don't condescend, Hank.","00:33:54,800 "," 00:33:55,960"
You're the one who'son the run from the FBI.,"00:33:56,120 "," 00:33:58,112"
All becauseyou had to grow to a size,"00:33:58,280 "," 00:34:00,112"
that finally fit your ego.,"00:34:00,200 "," 00:34:01,919"
That wasn't me in Germany.It was this idiot.,"00:34:02,080 "," 00:34:05,391"
Really?,"00:34:05,600 "," 00:34:06,600"
"Going that big,it must've been exhausting.","00:34:08,080 "," 00:34:10,151"
I slept for 3 daysstraight. You have no idea.,"00:34:10,360 "," 00:34:12,591"
"Actually, I do.","00:34:12,720 "," 00:34:13,836"
"Back in the day,I was Hank's partner","00:34:13,960 "," 00:34:15,713"
on a project called Goliath.,"00:34:15,800 "," 00:34:17,553"
Excuse me?You were my partner?,"00:34:17,720 "," 00:34:19,074"
The only thing more tiringthan going that big,"00:34:19,240 "," 00:34:21,197"
is putting upwith Hank's bullshit.,"00:34:21,280 "," 00:34:23,192"
Right...,"00:34:23,360 "," 00:34:24,720"
I don't know.How big did you get?,"00:34:26,240 "," 00:34:28,960"
My record? 21 feet.,"00:34:29,240 "," 00:34:31,880"
 Not bad. You?,"00:34:32,000 "," 00:34:33,434"
I don't...,"00:34:33,680 "," 00:34:34,431"
"No, really, I'm curious.","00:34:34,600 "," 00:34:35,600"
 65 feet. Yeah. Whoa!,"00:34:36,560 "," 00:34:38,233"
 Huge. 65.,"00:34:38,440 "," 00:34:40,079"
If you two are finishedcomparing sizes...,"00:34:40,240 "," 00:34:42,630"
we need to figure out a wayto track down the lab.,"00:34:42,760 "," 00:34:44,956"
And the great Hank Pym hasn'tfigured that one out yet?,"00:34:45,120 "," 00:34:48,113"
Strange.,"00:34:48,240 "," 00:34:49,959"
You had all the answersback in the day.,"00:34:50,120 "," 00:34:51,873"
That's why I left the project.,"00:34:52,000 "," 00:34:53,400"
Left? I fired you.,"00:34:53,600 "," 00:34:55,512"
Best decisionI ever made.,"00:34:55,640 "," 00:34:56,880"
Hank was a terrible partner.Temperamental...,"00:34:57,000 "," 00:34:59,117"
"stubborn, impatient.","00:34:59,280 "," 00:35:01,351"
"Sooner or later,he just pushed everyone away.","00:35:01,520 "," 00:35:03,477"
Just the mediocrities.,"00:35:03,640 "," 00:35:05,040"
Janet was the only onewho could endure him,"00:35:05,160 "," 00:35:07,231"
and chose to stick it out.,"00:35:07,320 "," 00:35:08,390"
"Watch it, Bill.","00:35:08,520 "," 00:35:09,520"
"She paid the price,though, didn't she?","00:35:09,640 "," 00:35:11,160"
You son of a bitch.,"00:35:11,240 "," 00:35:12,356"
I didn't come hereto listen to you two squabble.,"00:35:12,480 "," 00:35:14,676"
I'm trying to save my mother.,"00:35:14,880 "," 00:35:16,280"
"Now, which officewould you say?","00:35:17,880 "," 00:35:19,280"
"Oh, it's Woo.","00:35:19,480 "," 00:35:20,480"
Someone must have seen me.,"00:35:21,160 "," 00:35:22,674"
"Relax. If this is about you,","00:35:22,800 "," 00:35:24,029"
they'd be in your houseby now.,"00:35:24,120 "," 00:35:25,918"
"What are you, 15?","00:35:28,520 "," 00:35:29,520"
Come on.We gotta go right now.,"00:35:29,680 "," 00:35:30,776"
Wait. You might be able toimprovise that tracker...,"00:35:30,800 "," 00:35:33,872"
if you modifythe diffraction units,"00:35:34,360 "," 00:35:35,536"
on one of your regulators.,"00:35:35,560 "," 00:35:36,630"
 That could work. I don't know what that means.,"00:35:37,080 "," 00:35:39,072"
Thank you. Thank you.,"00:35:39,280 "," 00:35:41,272"
"But, Doctor,campus police says","00:35:52,520 "," 00:35:54,159"
they ID'd both Pymand Van Dyne.,"00:35:54,240 "," 00:35:56,038"
"I don't knowwhat to tell you, Agent.","00:35:56,160 "," 00:35:57,536"
I haven't talked to Hankin 30 years.,"00:35:57,560 "," 00:35:59,517"
I can assure youI'm the last person,"00:35:59,640 "," 00:36:00,816"
he would want to visit.,"00:36:00,840 "," 00:36:01,876"
"Oh, come on,you expect us to...","00:36:02,040 "," 00:36:03,176"
"Hey, hey.","00:36:03,200 "," 00:36:04,200"
Why is that?,"00:36:04,520 "," 00:36:05,520"
Simple.We hate each other's guts.,"00:36:06,160 "," 00:36:08,880"
So I'm a terrible partner?,"00:36:09,880 "," 00:36:11,360"
"Foster, he hasn't hadone good idea","00:36:11,560 "," 00:36:13,916"
in his unremarkable career.,"00:36:14,000 "," 00:36:15,150"
"But his idea about thediffractors could work, right?","00:36:15,400 "," 00:36:17,480"
"Fine, one decent idea.","00:36:17,520 "," 00:36:19,273"
"Except, I eliminatedthe diffractors","00:36:19,440 "," 00:36:21,318"
when I upgraded the suits.,"00:36:21,400 "," 00:36:23,278"
"So, if we had an old suit,","00:36:25,760 "," 00:36:27,877"
we might be ableto track down the lab?,"00:36:27,960 "," 00:36:30,077"
"Yes, but we don't.","00:36:30,240 "," 00:36:31,560"
 What if we did? What do you mean?,"00:36:33,960 "," 00:36:35,679"
I mean...,"00:36:37,080 "," 00:36:38,196"
life's funny.,"00:36:39,400 "," 00:36:40,436"
"Oh, my God.You didn't destroy the suit.","00:36:40,560 "," 00:36:42,552"
What?,"00:36:42,720 "," 00:36:43,551"
"Well, it wasyour life's work, Hank.","00:36:43,720 "," 00:36:45,951"
I couldn't destroy that.,"00:36:46,160 "," 00:36:47,594"
"Before I turned myself in,","00:36:49,000 "," 00:36:50,150"
I shrunk it downand mailed it to Luis.,"00:36:50,240 "," 00:36:51,576"
You sent my suitthrough the mail?,"00:36:51,600 "," 00:36:53,910"
"Hey, the postal serviceis very reliable.","00:36:54,320 "," 00:36:56,073"
"You know, they do trackingnumbers now. Like UPS.","00:36:56,200 "," 00:36:59,477"
Where is it?,"00:36:59,680 "," 00:37:00,680"
"It's in a very safe place,all right? Don't worry.","00:37:00,840 "," 00:37:03,230"
"What, the trophy?No, it's not here.","00:37:03,440 "," 00:37:06,080"
What do you mean it's notthere? Where could it be?,"00:37:06,240 "," 00:37:07,776"
I looked everywhere.It's not here.,"00:37:07,800 "," 00:37:09,200"
"Hey, get away from the plant.","00:37:09,280 "," 00:37:10,696"
But I put it backafter Cassie and I...,"00:37:10,720 "," 00:37:12,680"
Showandtell.,"00:37:13,840 "," 00:37:15,354"
Scotty?,"00:37:15,480 "," 00:37:16,480"
"No, stop!","00:37:18,600 "," 00:37:19,600"
"Well, the good news isI know where it is.","00:37:20,240 "," 00:37:22,471"
Whenever you goback to school...,"00:37:28,960 "," 00:37:30,296"
isn't everything supposed tolook so much smaller?,"00:37:30,320 "," 00:37:32,176"
This place seems huge.,"00:37:32,200 "," 00:37:33,634"
What is it?,"00:37:33,720 "," 00:37:34,840"
It's the new regulator.,"00:37:34,920 "," 00:37:36,096"
"Hank, what's going onwith this suit?","00:37:36,120 "," 00:37:38,032"
How much ofa work in progress is this?,"00:37:38,120 "," 00:37:39,759"
"Uhoh.No, no, no.","00:37:41,240 "," 00:37:44,392"
Oh.,"00:37:52,760 "," 00:37:53,760"
"What are you, laughing?Please, could you just...","00:37:56,640 "," 00:37:58,597"
"Okay, okay.","00:37:58,760 "," 00:38:00,240"
What do you see?,"00:38:03,640 "," 00:38:04,640"
The sizing coilsare malfunctioning.,"00:38:04,800 "," 00:38:06,917"
Just let me...,"00:38:07,040 "," 00:38:08,394"
Ow!,"00:38:08,520 "," 00:38:10,273"
 Sorry. It's all right.,"00:38:12,160 "," 00:38:13,230"
Okay.All right.,"00:38:15,880 "," 00:38:18,236"
Try that.,"00:38:18,800 "," 00:38:20,154"
Sorry.,"00:38:24,160 "," 00:38:25,310"
What?,"00:38:26,440 "," 00:38:27,440"
Awesome.,"00:38:31,200 "," 00:38:32,200"
If only Cap could see you now.,"00:38:32,320 "," 00:38:34,277"
Hilarious.What are we gonna do?,"00:38:34,440 "," 00:38:36,432"
Hey!,"00:38:47,280 "," 00:38:48,680"
Where's your hall pass?,"00:38:48,840 "," 00:38:49,956"
"Hey, I'm talking to you.","00:38:51,960 "," 00:38:53,440"
Hey!,"00:38:55,160 "," 00:38:56,160"
Hey. Eh...,"00:38:57,560 "," 00:38:59,153"
You can do it.,"00:39:23,760 "," 00:39:25,672"
You almost got it.,"00:39:25,880 "," 00:39:27,951"
"Oh, peanut.","00:39:40,120 "," 00:39:41,873"
"Okay, let's go.","00:39:54,400 "," 00:39:55,834"
"Hiya, champ,how was school today?","00:40:11,840 "," 00:40:14,036"
"All right, get your jokes outnow. Can you fix the suit?","00:40:15,280 "," 00:40:17,556"
So cranky.,"00:40:17,760 "," 00:40:19,160"
You want a juice boxand some string cheese?,"00:40:19,360 "," 00:40:21,920"
Do you really have that?,"00:40:22,000 "," 00:40:24,037"
Let's seeif Foster was right.,"00:40:33,600 "," 00:40:35,273"
This has gotta be the lab.,"00:40:48,640 "," 00:40:50,233"
Let's go get it.,"00:40:54,120 "," 00:40:55,190"
Yeah.,"00:40:55,400 "," 00:40:56,400"
This seems right.,"00:41:05,840 "," 00:41:07,274"
"Look at us, teaming up twicein one day.","00:41:08,760 "," 00:41:11,673"
"Makes you think, huh?","00:41:11,840 "," 00:41:13,320"
About what?,"00:41:13,480 "," 00:41:14,516"
Germany.,"00:41:14,680 "," 00:41:16,353"
What do you mean?,"00:41:16,520 "," 00:41:17,520"
"We were working together,training together...","00:41:17,560 "," 00:41:20,234"
and other stuffing together.,"00:41:20,400 "," 00:41:22,835"
"If I had asked you,would you have come?","00:41:23,400 "," 00:41:25,357"
I guess we'll never know.,"00:41:25,520 "," 00:41:27,079"
But I do know one thing.,"00:41:27,240 "," 00:41:28,754"
What?,"00:41:28,960 "," 00:41:29,960"
"If I had,you'd have never been caught.","00:41:30,040 "," 00:41:32,794"
"Hey, Scott.","00:41:40,480 "," 00:41:41,960"
You think you can stopdaydreaming about my daughter,"00:41:42,120 "," 00:41:44,351"
long enough to get my lab?,"00:41:44,480 "," 00:41:45,960"
" Yes, sir. Thank you.","00:41:46,120 "," 00:41:47,952"
"Okay, you're transmitting.","00:41:53,400 "," 00:41:55,119"
What took you so long?,"00:41:55,320 "," 00:41:56,536"
"Sorry, I had to comeup with a name for my ant.","00:41:56,560 "," 00:41:58,916"
I'm thinkingUlysses S. GrAnt.,"00:41:59,120 "," 00:42:01,396"
You like it?,"00:42:01,840 "," 00:42:02,840"
Hilarious.,"00:42:03,040 "," 00:42:04,190"
I'm not getting anythingon the monitors.,"00:42:05,360 "," 00:42:07,136"
There's some kind ofelectronic disturbance.,"00:42:07,160 "," 00:42:09,311"
Be careful.,"00:42:09,600 "," 00:42:10,431"
"You know me, Hank.I'm always careful... Whoa!","00:42:10,600 "," 00:42:12,760"
It's okay.It's just the suit.,"00:42:13,600 "," 00:42:15,136"
 How do you know? Look.,"00:42:15,160 "," 00:42:16,760"
That's Ghost?,"00:42:20,280 "," 00:42:21,714"
What is she doing?,"00:42:21,880 "," 00:42:23,155"
Do you thinkthat suit is how,"00:42:23,320 "," 00:42:24,496"
she goes through wallsand stuff?,"00:42:24,520 "," 00:42:26,273"
Let's just get outtahere before she wakes up.,"00:42:26,640 "," 00:42:28,496"
"Hope,look! There's the lab.","00:42:28,520 "," 00:42:30,671"
"Now, we're surethis is our shrunken building","00:42:36,360 "," 00:42:38,352"
"and notsomebody else's, right?","00:42:38,440 "," 00:42:39,536"
"Just take it, Scott.Come on, we gotta be fast.","00:42:39,560 "," 00:42:41,800"
I'll get it.,"00:42:43,000 "," 00:42:44,000"
"Oh, shit...","00:42:45,520 "," 00:42:47,000"
Hope. Hope! Hank.,"00:42:59,560 "," 00:43:02,029"
Guys.,"00:43:02,440 "," 00:43:03,954"
I don't thinkthey can hear you.,"00:43:04,120 "," 00:43:06,316"
Hi.,"00:43:08,880 "," 00:43:10,155"
I'm Ava.,"00:43:10,800 "," 00:43:12,234"
Scott.,"00:43:12,640 "," 00:43:13,915"
"So, you don't need the suit...","00:43:16,320 "," 00:43:17,913"
to go through things.,"00:43:19,960 "," 00:43:21,792"
No.,"00:43:22,440 "," 00:43:23,590"
It just helps me control it.,"00:43:23,920 "," 00:43:27,470"
"And the pain, supposedly.","00:43:29,000 "," 00:43:32,710"
You're not gonna reachinto my chest,"00:43:37,200 "," 00:43:38,576"
"and crush my heart, are you?","00:43:38,600 "," 00:43:39,954"
You're funny.,"00:43:43,640 "," 00:43:45,154"
"I'm not gonna hurt you, Scott,unless I have to.","00:43:48,080 "," 00:43:51,039"
I need...,"00:43:53,720 "," 00:43:55,473"
what's in your head.,"00:43:56,640 "," 00:43:58,632"
Let's wake upthe rest of the gang,"00:44:12,720 "," 00:44:14,040"
"and get this over with,shall we?","00:44:14,080 "," 00:44:15,360"
Get up!,"00:44:18,320 "," 00:44:19,356"
Come on!,"00:44:20,160 "," 00:44:21,160"
Dad?,"00:44:23,960 "," 00:44:25,030"
Don't ever touch him again.,"00:44:27,320 "," 00:44:29,277"
"Now, now, Hope...","00:44:29,440 "," 00:44:30,840"
"I think I'm being rathergentle with your father,","00:44:31,180 "," 00:44:33,496"
all things considered.,"00:44:33,520 "," 00:44:34,715"
What the hellare you talking about?,"00:44:35,800 "," 00:44:37,439"
Another casualtyof Hank Pym's ego.,"00:44:38,360 "," 00:44:41,637"
Bill.,"00:44:43,000 "," 00:44:44,000"
What have you done?,"00:44:45,560 "," 00:44:47,199"
"It's what you've done,Dr. Pym.","00:44:47,480 "," 00:44:50,200"
You're with her?,"00:44:50,640 "," 00:44:52,074"
"Oh, man.I thought you were cool.","00:44:52,240 "," 00:44:54,471"
What the hellis going on here?,"00:44:54,640 "," 00:44:56,233"
I doubt Hank hasever mentioned my father.,"00:44:56,640 "," 00:44:58,871"
Why would he?,"00:45:00,040 "," 00:45:01,315"
Elihas Starr.,"00:45:01,480 "," 00:45:03,551"
They were colleaguesat S.H.I.E.L.D.,"00:45:04,480 "," 00:45:06,915"
Quantum research.,"00:45:07,080 "," 00:45:08,400"
Until my father dare disagreewith the great Hank Pym.,"00:45:09,240 "," 00:45:13,154"
You had him fired.,"00:45:13,600 "," 00:45:15,000"
"Oh, and discreditedfor good measure.","00:45:15,160 "," 00:45:17,231"
My father tried to continuehis research on his own.,"00:45:20,600 "," 00:45:24,719"
"Desperate to restore his name,so he took risks.","00:45:26,000 "," 00:45:28,959"
"No, no, no!","00:45:29,160 "," 00:45:30,160"
Too many.,"00:45:31,200 "," 00:45:32,200"
Until something went wrong.,"00:45:33,400 "," 00:45:35,357"
He told us to run.,"00:45:36,360 "," 00:45:37,874"
"Elihas, what's happening?","00:45:38,040 "," 00:45:38,871"
Just go. Go!,"00:45:39,040 "," 00:45:40,440"
Daddy! Daddy!,"00:45:40,600 "," 00:45:42,831"
I could tellhe was scared.,"00:45:43,000 "," 00:45:44,275"
Daddy!,"00:45:49,880 "," 00:45:50,711"
"Ava, no!","00:45:50,880 "," 00:45:51,950"
I didn't want himto be alone.,"00:45:55,200 "," 00:45:56,998"
No! No!,"00:45:58,480 "," 00:45:59,755"
"When I woke up,my parents were dead.","00:46:07,520 "," 00:46:09,751"
